file,emotion,speaker,gender,language
URDU/Sad/SM24_F11_S023.wav,sadness,SM24,male,urdu
URDU/Neutral/SM21_F4_N018.wav,neutral,SM21,male,urdu
URDU/Angry/SM1_F1_A01.wav,anger,SM1,male,urdu
URDU/Angry/SM4_F4_A056.wav,anger,SM4,male,urdu
URDU/Sad/SM27_F1_S093.wav,sadness,SM27,male,urdu
URDU/Sad/SM24_F23_S035.wav,sadness,SM24,male,urdu
URDU/Neutral/SM5_F19_N047.wav,neutral,SM5,male,urdu
URDU/Neutral/SF9_F1_N01.wav,neutral,SF9,female,urdu
URDU/Happy/SM7_F15_H087.wav,happiness,SM7,male,urdu
URDU/Sad/SM24_F28_S040.wav,sadness,SM24,male,urdu
URDU/Angry/SM4_F28_A080.wav,anger,SM4,male,urdu
URDU/Happy/SF1_F3_H03.wav,happiness,SF1,female,urdu
URDU/Sad/SM25_F23_S073.wav,sadness,SM25,male,urdu
URDU/Angry/SM4_F7_A059.wav,anger,SM4,male,urdu
URDU/Neutral/SM5_F11_N039.wav,neutral,SM5,male,urdu
URDU/Sad/SM23_F2_S08.wav,sadness,SM23,male,urdu
URDU/Happy/SF6_F8_H032.wav,happiness,SF6,female,urdu
URDU/Angry/SM1_F8_A08.wav,anger,SM1,male,urdu
URDU/Neutral/SM5_F35_N063.wav,neutral,SM5,male,urdu
URDU/Neutral/SM5_F15_N043.wav,neutral,SM5,male,urdu
URDU/Sad/SM25_F5_S055.wav,sadness,SM25,male,urdu
URDU/Sad/SM25_F15_S065.wav,sadness,SM25,male,urdu
URDU/Sad/SM24_F10_S022.wav,sadness,SM24,male,urdu
URDU/Happy/SM7_F11_H083.wav,happiness,SM7,male,urdu
URDU/Happy/SM7_F16_H088.wav,happiness,SM7,male,urdu
URDU/Angry/SM4_F23_A075.wav,anger,SM4,male,urdu
URDU/Sad/SM24_F20_S032.wav,sadness,SM24,male,urdu
URDU/Angry/SM1_F5_A05.wav,anger,SM1,male,urdu
URDU/Angry/SM4_F1_A053.wav,anger,SM4,male,urdu
URDU/Sad/SM25_F8_S058.wav,sadness,SM25,male,urdu
URDU/Sad/SM24_F9_S021.wav,sadness,SM24,male,urdu
URDU/Neutral/SM5_F27_N055.wav,neutral,SM5,male,urdu
URDU/Sad/SM25_F21_S071.wav,sadness,SM25,male,urdu
URDU/Angry/SM4_F32_A084.wav,anger,SM4,male,urdu
URDU/Neutral/SM20_F3_N07.wav,neutral,SM20,male,urdu
URDU/Sad/SF11_F1_S03.wav,sadness,SF11,female,urdu
URDU/Happy/SF8_F1_H045.wav,happiness,SF8,female,urdu
URDU/Neutral/SM5_F26_N054.wav,neutral,SM5,male,urdu
URDU/Angry/SM1_F13_A013.wav,anger,SM1,male,urdu
URDU/Neutral/SM5_F39_N067.wav,neutral,SM5,male,urdu
URDU/Angry/SM2_F12_A034.wav,anger,SM2,male,urdu
URDU/Angry/SM4_F21_A073.wav,anger,SM4,male,urdu
URDU/Neutral/SM5_F38_N066.wav,neutral,SM5,male,urdu
URDU/Sad/SM23_F3_S09.wav,sadness,SM23,male,urdu
URDU/Sad/SM25_F39_S089.wav,sadness,SM25,male,urdu
URDU/Angry/SM2_F22_A044.wav,anger,SM2,male,urdu
URDU/Happy/SF1_F10_H010.wav,happiness,SF1,female,urdu
URDU/Neutral/SM5_F53_N081.wav,neutral,SM5,male,urdu
URDU/Angry/SM1_F10_A010.wav,anger,SM1,male,urdu
URDU/Happy/SM6_F6_H068.wav,happiness,SM6,male,urdu
URDU/Neutral/SM5_F69_N097.wav,neutral,SM5,male,urdu
URDU/Sad/SM27_F4_S096.wav,sadness,SM27,male,urdu
URDU/Angry/SM2_F9_A031.wav,anger,SM2,male,urdu
URDU/Happy/SF6_F10_H034.wav,happiness,SF6,female,urdu
URDU/Neutral/SM21_F1_N015.wav,neutral,SM21,male,urdu
URDU/Neutral/SM5_F51_N079.wav,neutral,SM5,male,urdu
URDU/Neutral/SM5_F47_N075.wav,neutral,SM5,male,urdu
URDU/Sad/SM23_F6_S012.wav,sadness,SM23,male,urdu
URDU/Sad/SM24_F14_S026.wav,sadness,SM24,male,urdu
URDU/Angry/SM2_F6_A028.wav,anger,SM2,male,urdu
URDU/Neutral/SM5_F49_N077.wav,neutral,SM5,male,urdu
URDU/Sad/SM6_F2_S098.wav,sadness,SM6,male,urdu
URDU/Happy/SM7_F2_H074.wav,happiness,SM7,male,urdu
URDU/Angry/SM4_F44_A096.wav,anger,SM4,male,urdu
URDU/Happy/SF1_F12_H012.wav,happiness,SF1,female,urdu
URDU/Sad/SM24_F19_S031.wav,sadness,SM24,male,urdu
URDU/Sad/SF10_F1_S01.wav,sadness,SF10,female,urdu
URDU/Happy/SF7_F3_H041.wav,happiness,SF7,female,urdu
URDU/Happy/SM7_F26_H098.wav,happiness,SM7,male,urdu
URDU/Happy/SF1_F9_H09.wav,happiness,SF1,female,urdu
URDU/Neutral/SM5_F60_N088.wav,neutral,SM5,male,urdu
URDU/Neutral/SM5_F71_N099.wav,neutral,SM5,male,urdu
URDU/Neutral/SM5_F54_N082.wav,neutral,SM5,male,urdu
URDU/Sad/SM25_F38_S088.wav,sadness,SM25,male,urdu
URDU/Happy/SM17_F1_H047.wav,happiness,SM17,male,urdu
URDU/Angry/SM4_F38_A090.wav,anger,SM4,male,urdu
URDU/Happy/SM7_F24_H096.wav,happiness,SM7,male,urdu
URDU/Happy/SM5_F6_H060.wav,happiness,SM5,male,urdu
URDU/Angry/SM2_F26_A048.wav,anger,SM2,male,urdu
URDU/Happy/SM7_F8_H080.wav,happiness,SM7,male,urdu
URDU/Angry/SM1_F9_A09.wav,anger,SM1,male,urdu
URDU/Happy/SM7_F14_H086.wav,happiness,SM7,male,urdu
URDU/Neutral/SM5_F23_N051.wav,neutral,SM5,male,urdu
URDU/Happy/SM7_F4_H076.wav,happiness,SM7,male,urdu
URDU/Angry/SM2_F17_A039.wav,anger,SM2,male,urdu
URDU/Angry/SM4_F29_A081.wav,anger,SM4,male,urdu
URDU/Angry/SM1_F19_A019.wav,anger,SM1,male,urdu
URDU/Angry/SM4_F9_A061.wav,anger,SM4,male,urdu
URDU/Neutral/SM5_F48_N076.wav,neutral,SM5,male,urdu
URDU/Sad/SM24_F16_S028.wav,sadness,SM24,male,urdu
URDU/Angry/SM2_F20_A042.wav,anger,SM2,male,urdu
URDU/Angry/SM4_F24_A076.wav,anger,SM4,male,urdu
URDU/Angry/SM4_F25_A077.wav,anger,SM4,male,urdu
URDU/Happy/SM7_F12_H084.wav,happiness,SM7,male,urdu
URDU/Neutral/SM5_F44_N072.wav,neutral,SM5,male,urdu
URDU/Neutral/SM20_F9_N013.wav,neutral,SM20,male,urdu
URDU/Sad/SM24_F25_S037.wav,sadness,SM24,male,urdu
URDU/Neutral/SM5_F3_N031.wav,neutral,SM5,male,urdu
URDU/Angry/SM4_F36_A088.wav,anger,SM4,male,urdu
URDU/Sad/SM25_F13_S063.wav,sadness,SM25,male,urdu
URDU/Neutral/SM5_F57_N085.wav,neutral,SM5,male,urdu
URDU/Neutral/SM3_F5_N025.wav,neutral,SM3,male,urdu
URDU/Happy/SM18_F1_H049.wav,happiness,SM18,male,urdu
URDU/Happy/SF7_F1_H039.wav,happiness,SF7,female,urdu
URDU/Happy/SF6_F14_H038.wav,happiness,SF6,female,urdu
URDU/Neutral/SM20_F10_N014.wav,neutral,SM20,male,urdu
URDU/Happy/SF7_F5_H043.wav,happiness,SF7,female,urdu
URDU/Happy/SM7_F28_H0100.wav,happiness,SM7,male,urdu
URDU/Sad/SM25_F25_S075.wav,sadness,SM25,male,urdu
URDU/Angry/SM2_F1_A023.wav,anger,SM2,male,urdu
URDU/Angry/SM4_F31_A083.wav,anger,SM4,male,urdu
URDU/Angry/SM2_F2_A024.wav,anger,SM2,male,urdu
URDU/Angry/SM1_F3_A03.wav,anger,SM1,male,urdu
URDU/Angry/SM4_F10_A062.wav,anger,SM4,male,urdu
URDU/Sad/SM24_F29_S041.wav,sadness,SM24,male,urdu
URDU/Sad/SF11_F2_S04.wav,sadness,SF11,female,urdu
URDU/Sad/SM23_F1_S07.wav,sadness,SM23,male,urdu
URDU/Sad/SM25_F26_S076.wav,sadness,SM25,male,urdu
URDU/Neutral/SM5_F66_N094.wav,neutral,SM5,male,urdu
URDU/Sad/SM25_F9_S059.wav,sadness,SM25,male,urdu
URDU/Sad/SM25_F20_S070.wav,sadness,SM25,male,urdu
URDU/Happy/SM5_F2_H056.wav,happiness,SM5,male,urdu
URDU/Neutral/SM5_F12_N040.wav,neutral,SM5,male,urdu
URDU/Neutral/SM5_F40_N068.wav,neutral,SM5,male,urdu
URDU/Angry/SM2_F28_A050.wav,anger,SM2,male,urdu
URDU/Sad/SF10_F2_S02.wav,sadness,SF10,female,urdu
URDU/Sad/SM24_F32_S044.wav,sadness,SM24,male,urdu
URDU/Angry/SM2_F7_A029.wav,anger,SM2,male,urdu
URDU/Sad/SM25_F30_S080.wav,sadness,SM25,male,urdu
URDU/Angry/SM2_F13_A035.wav,anger,SM2,male,urdu
URDU/Neutral/SM5_F41_N069.wav,neutral,SM5,male,urdu
URDU/Sad/SM24_F8_S020.wav,sadness,SM24,male,urdu
URDU/Happy/SM7_F13_H085.wav,happiness,SM7,male,urdu
URDU/Angry/SM4_F42_A094.wav,anger,SM4,male,urdu
URDU/Neutral/SM5_F18_N046.wav,neutral,SM5,male,urdu
URDU/Neutral/SM5_F64_N092.wav,neutral,SM5,male,urdu
URDU/Neutral/SM5_F17_N045.wav,neutral,SM5,male,urdu
URDU/Happy/SM7_F27_H099.wav,happiness,SM7,male,urdu
URDU/Sad/SM25_F3_S053.wav,sadness,SM25,male,urdu
URDU/Sad/SM25_F37_S087.wav,sadness,SM25,male,urdu
URDU/Neutral/SM5_F29_N057.wav,neutral,SM5,male,urdu
URDU/Neutral/SM5_F56_N084.wav,neutral,SM5,male,urdu
URDU/Happy/SF6_F4_H028.wav,happiness,SF6,female,urdu
URDU/Sad/SM24_F3_S015.wav,sadness,SM24,male,urdu
URDU/Happy/SM5_F4_H058.wav,happiness,SM5,male,urdu
URDU/Angry/SM1_F15_A015.wav,anger,SM1,male,urdu
URDU/Sad/SM24_F22_S034.wav,sadness,SM24,male,urdu
URDU/Sad/SM25_F31_S081.wav,sadness,SM25,male,urdu
URDU/Angry/SM4_F22_A074.wav,anger,SM4,male,urdu
URDU/Neutral/SF9_F4_N04.wav,neutral,SF9,female,urdu
URDU/Neutral/SM5_F1_N029.wav,neutral,SM5,male,urdu
URDU/Sad/SM24_F6_S018.wav,sadness,SM24,male,urdu
URDU/Neutral/SM5_F33_N061.wav,neutral,SM5,male,urdu
URDU/Happy/SM7_F10_H082.wav,happiness,SM7,male,urdu
URDU/Angry/SM4_F33_A085.wav,anger,SM4,male,urdu
URDU/Happy/SM7_F20_H092.wav,happiness,SM7,male,urdu
URDU/Happy/SF4_F1_H017.wav,happiness,SF4,female,urdu
URDU/Happy/SM7_F23_H095.wav,happiness,SM7,male,urdu
URDU/Neutral/SM5_F37_N065.wav,neutral,SM5,male,urdu
URDU/Angry/SM4_F16_A068.wav,anger,SM4,male,urdu
URDU/Happy/SM7_F21_H093.wav,happiness,SM7,male,urdu
URDU/Sad/SM25_F34_S084.wav,sadness,SM25,male,urdu
URDU/Happy/SM17_F2_H048.wav,happiness,SM17,male,urdu
URDU/Happy/SM6_F9_H071.wav,happiness,SM6,male,urdu
URDU/Sad/SM6_F3_S099.wav,sadness,SM6,male,urdu
URDU/Happy/SM19_F1_H051.wav,happiness,SM19,male,urdu
URDU/Neutral/SM3_F4_N024.wav,neutral,SM3,male,urdu
URDU/Angry/SM2_F25_A047.wav,anger,SM2,male,urdu
URDU/Happy/SF4_F4_H020.wav,happiness,SF4,female,urdu
URDU/Sad/SM25_F24_S074.wav,sadness,SM25,male,urdu
URDU/Happy/SF3_F1_H015.wav,happiness,SF3,female,urdu
URDU/Happy/SF7_F4_H042.wav,happiness,SF7,female,urdu
URDU/Happy/SM7_F6_H078.wav,happiness,SM7,male,urdu
URDU/Happy/SF6_F13_H037.wav,happiness,SF6,female,urdu
URDU/Happy/SF6_F5_H029.wav,happiness,SF6,female,urdu
URDU/Happy/SF6_F9_H033.wav,happiness,SF6,female,urdu
URDU/Sad/SM24_F30_S042.wav,sadness,SM24,male,urdu
URDU/Happy/SM7_F9_H081.wav,happiness,SM7,male,urdu
URDU/Sad/SM24_F31_S043.wav,sadness,SM24,male,urdu
URDU/Sad/SM23_F5_S011.wav,sadness,SM23,male,urdu
URDU/Angry/SM2_F23_A045.wav,anger,SM2,male,urdu
URDU/Sad/SM23_F4_S010.wav,sadness,SM23,male,urdu
URDU/Neutral/SM5_F43_N071.wav,neutral,SM5,male,urdu
URDU/Happy/SF6_F6_H030.wav,happiness,SF6,female,urdu
URDU/Angry/SM1_F18_A018.wav,anger,SM1,male,urdu
URDU/Happy/SM6_F5_H067.wav,happiness,SM6,male,urdu
URDU/Angry/SM1_F16_A016.wav,anger,SM1,male,urdu
URDU/Angry/SM4_F27_A079.wav,anger,SM4,male,urdu
URDU/Sad/SF11_F3_S05.wav,sadness,SF11,female,urdu
