file,speaker,label
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/193.wav,The Notorious B.I.G.,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/194.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/196.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/198.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/200.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/201.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/202.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/204.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/205.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/206.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/207.wav,Jerry Seinfeld,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/208.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/209.wav,Nelson Mandela,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/210.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/211.wav,Ronald Reagan,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/212.wav,Ronald Reagan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/213.wav,FDR,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/214.wav,George W. Bush,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/215.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/217.wav,Richard Nixon,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/218.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/219.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/220.wav,Ronald Reagan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/221.wav,Richard Nixon,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/222.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/225.wav,Bill Clinton,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/226.wav,Nelson Mandela,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/228.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/229.wav,The Notorious B.I.G.,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/231.wav,Frank Sinatra,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/233.wav,Louis Farrakhan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/236.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/238.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/239.wav,Louis Farrakhan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/240.wav,JFK,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/241.wav,Ronald Reagan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/242.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/243.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/245.wav,Ronald Reagan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/246.wav,Martin Luther King,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/249.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/250.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/252.wav,Queen Elizabeth II,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/254.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/255.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/257.wav,Richard Nixon,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/259.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/260.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/261.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/262.wav,Arnold Schwarzenegger,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/263.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/265.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/266.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/267.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/268.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/269.wav,Ayn Rand,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/270.wav,Queen Elizabeth II,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/271.wav,Ronald Reagan,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/274.wav,Bill Burr,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/275.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/277.wav,Ayn Rand,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/278.wav,Bill Clinton,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/279.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/280.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/282.wav,Ayn Rand,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/284.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/287.wav,Bill Clinton,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/289.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/290.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/292.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/293.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/294.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/295.wav,Dwight Eisenhower,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/296.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/298.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/299.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/300.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/302.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/303.wav,Louis Farrakhan,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/305.wav,Martin Luther King,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/307.wav,Ronald Reagan,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/308.wav,Ronald Reagan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/309.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/310.wav,JFK,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/313.wav,Nelson Mandela,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/316.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/317.wav,Arnold Schwarzenegger,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/319.wav,Ronald Reagan,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/320.wav,FDR,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/323.wav,Louis Farrakhan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/328.wav,Ronald Reagan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/330.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/333.wav,FDR,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/335.wav,Bill Burr,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/337.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/338.wav,Ronald Reagan,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/339.wav,Ronald Reagan,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/340.wav,Ronald Reagan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/341.wav,Bill Clinton,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/342.wav,Frank Sinatra,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/343.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/346.wav,Richard Nixon,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/347.wav,George W. Bush,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/348.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/349.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/351.wav,Bill Clinton,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/353.wav,Orson Welles,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/354.wav,Martin Luther King,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/355.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/356.wav,Ronald Reagan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/357.wav,Ronald Reagan,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/358.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/359.wav,Louis Farrakhan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/361.wav,Bill Clinton,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/362.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/366.wav,Bill Clinton,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/368.wav,Arnold Schwarzenegger,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/371.wav,Louis Farrakhan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/372.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/373.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/375.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/376.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/378.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/380.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/382.wav,Arnold Schwarzenegger,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/383.wav,Ronald Reagan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/384.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/385.wav,Louis Farrakhan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/387.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/389.wav,Richard Nixon,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/390.wav,Louis Farrakhan,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/391.wav,Ronald Reagan,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/392.wav,Donald Trump,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/393.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/395.wav,Martin Luther King,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/398.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/399.wav,Alec Guinness,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/400.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/403.wav,FDR,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/406.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/407.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/409.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/411.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/412.wav,JFK,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/413.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/414.wav,Dwight Eisenhower,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/416.wav,Nelson Mandela,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/421.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/422.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/423.wav,Louis Farrakhan,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/424.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/426.wav,Dwight Eisenhower,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/429.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/430.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/431.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/433.wav,Bob Ross,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/434.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/435.wav,JFK,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/438.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/439.wav,Tucker Carlson,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/440.wav,Donald Trump,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/441.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/443.wav,Arnold Schwarzenegger,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/444.wav,Nelson Mandela,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/446.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/447.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/449.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/450.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/452.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/453.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/454.wav,Ronald Reagan,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/456.wav,Donald Trump,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/457.wav,Ronald Reagan,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/459.wav,Bernie Sanders,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/460.wav,Martin Luther King,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/461.wav,Alec Guinness,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/462.wav,Ayn Rand,real
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/463.wav,Ronald Reagan,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/464.wav,Bernie Sanders,fake
/home/bagus/github/nkululeko/data/itw/release_in_the_wild/466.wav,Alec Guinness,fake
