file,emotion
thorsten-emotional_v02/drunk/aad7b24aabcbdc93c6943220d46a7a36.wav,drunk
thorsten-emotional_v02/amused/03a1f652a37576530e287b64c281c0c9.wav,amused
thorsten-emotional_v02/amused/4076d6c2517df24b383ef8075e00f8fe.wav,amused
thorsten-emotional_v02/disgusted/03f5eea4317f51989cf09c5e9414dad1.wav,disgusted
thorsten-emotional_v02/angry/5e200b1cce097daca482c5f9721d2c48.wav,angry
thorsten-emotional_v02/sleepy/f7545687313dacdc04311b708a8db72e.wav,sleepy
thorsten-emotional_v02/neutral/f7545687313dacdc04311b708a8db72e.wav,neutral
thorsten-emotional_v02/amused/769e2adae624ca24619b9ceb649f5d98.wav,amused
thorsten-emotional_v02/drunk/b73bbbff77fac106ed28f8f15795c3bb.wav,drunk
thorsten-emotional_v02/neutral/efc456360d30f5c3b4d4392b87ee0967.wav,neutral
thorsten-emotional_v02/neutral/0aaf116f8774a140909231e0b610dc98.wav,neutral
thorsten-emotional_v02/neutral/78dc680c0b89e46a746ade1e69999193.wav,neutral
thorsten-emotional_v02/surprised/856d844e78c54f7f4e711a5eb300eb1b.wav,surprised
thorsten-emotional_v02/amused/c24d7bf28aba21b86f4e7d3ba36776fb.wav,amused
thorsten-emotional_v02/drunk/91672c17b212888eb37fdeb75071cd3a.wav,drunk
thorsten-emotional_v02/sleepy/01427ad0db65c1bf9a47636f1114d1b1.wav,sleepy
thorsten-emotional_v02/amused/e0e54acd5d2f59e8a692c716dc2a47dc.wav,amused
thorsten-emotional_v02/whisper/c17e076fb1484b0b6086a40151b5727b.wav,whisper
thorsten-emotional_v02/angry/c8a74986aa0a0f0725ae3812b925a176.wav,angry
thorsten-emotional_v02/disgusted/f64b86e0c3ff6561d5c5968bd8135a34.wav,disgusted
thorsten-emotional_v02/disgusted/19530ce4aa44bd69b299f21b8e50e325.wav,disgusted
thorsten-emotional_v02/sleepy/3610f6924ae384c8fbcfd8b8c14c7197.wav,sleepy
thorsten-emotional_v02/disgusted/02e002e2a51a601e99c4b0ff85dac351.wav,disgusted
thorsten-emotional_v02/disgusted/ccf819b47c1b7a1f0974b38c21662949.wav,disgusted
thorsten-emotional_v02/whisper/46989ba4804a228a32b418b3d7c9c862.wav,whisper
thorsten-emotional_v02/sleepy/ae511dbe76b568d1b68c0b8e3af5237e.wav,sleepy
thorsten-emotional_v02/surprised/ef9147f83ace2585d5930ec6b20294a9.wav,surprised
thorsten-emotional_v02/disgusted/17a5a8163ef7fdc9272d621282b636b8.wav,disgusted
thorsten-emotional_v02/amused/51b84cb1fbfcd099f85d752bbacf9419.wav,amused
thorsten-emotional_v02/angry/a88b7e0afbdb5b34d64689c9f6aa9e4e.wav,angry
thorsten-emotional_v02/sleepy/72d1dfaa1a2a4a97efe210c64efd2c6c.wav,sleepy
thorsten-emotional_v02/amused/fb5a42c7ce12b7342cb89e32018f2bc7.wav,amused
thorsten-emotional_v02/amused/ea8ffe25c6c16e96bfb2615170db2064.wav,amused
thorsten-emotional_v02/amused/beecf95389ece96bbbaac05432f360a5.wav,amused
thorsten-emotional_v02/sleepy/b0e0bf7e44be6dcbc688cbe6bb1a5418.wav,sleepy
thorsten-emotional_v02/sleepy/98d66ee6bbf4285ac07061cddb38dbb8.wav,sleepy
thorsten-emotional_v02/surprised/9040370553f76e40013806914d442ea0.wav,surprised
thorsten-emotional_v02/whisper/3874ca9fedca443688d55d6f7fb9180c.wav,whisper
thorsten-emotional_v02/neutral/d9224fa20bd51ebd67c586e02cd41872.wav,neutral
thorsten-emotional_v02/angry/7433f6531fa5204a3944cbe4cd3df399.wav,angry
thorsten-emotional_v02/angry/5ad48e036ac0c155adf72acbee6dcca1.wav,angry
thorsten-emotional_v02/sleepy/c510be376e2d4d8034fa283f9f20f1a9.wav,sleepy
thorsten-emotional_v02/disgusted/645607a5efbc0dbc96f62a9000feb393.wav,disgusted
thorsten-emotional_v02/amused/b1d2068e3ea7cf5e97e70c05331fbd86.wav,amused
thorsten-emotional_v02/whisper/00f0a2d86d55a19e08c1676a16307cbd.wav,whisper
thorsten-emotional_v02/whisper/e3a48ca59babd6ce1594d2ca4466414b.wav,whisper
thorsten-emotional_v02/neutral/846fc470d54176226e3120ac56dd7ad0.wav,neutral
thorsten-emotional_v02/whisper/1eee197f84f4cc61c43b19b720d582c1.wav,whisper
thorsten-emotional_v02/whisper/3da24b61836ab54f31166159df72cfae.wav,whisper
thorsten-emotional_v02/disgusted/8fcd69c42d6773cf7992127362a63d68.wav,disgusted
thorsten-emotional_v02/disgusted/5ad48e036ac0c155adf72acbee6dcca1.wav,disgusted
thorsten-emotional_v02/sleepy/e3213ea3e5365cd5371b718acee45c65.wav,sleepy
thorsten-emotional_v02/sleepy/cdccec8cf1cbd21e4cbccb1259e2a2af.wav,sleepy
thorsten-emotional_v02/angry/a67efdeedc091237cbcfb907e02dbb33.wav,angry
thorsten-emotional_v02/neutral/4e45f6770d146bc20452d8337a8b2954.wav,neutral
thorsten-emotional_v02/disgusted/1eee197f84f4cc61c43b19b720d582c1.wav,disgusted
thorsten-emotional_v02/whisper/aff5db4056eb7a6273f41537f3b9798c.wav,whisper
thorsten-emotional_v02/amused/b3b6aa662474269e822d82b9a0b65f41.wav,amused
thorsten-emotional_v02/disgusted/de1ba192b59a6846405f59baf5f783ac.wav,disgusted
thorsten-emotional_v02/neutral/d235e35af4d337a5a39dc1fa4ef2b218.wav,neutral
thorsten-emotional_v02/neutral/7c2099e30e26633af1f08bad32364a9f.wav,neutral
thorsten-emotional_v02/angry/9c330d91d84c3893c5d9649cb9819ea8.wav,angry
thorsten-emotional_v02/drunk/4e45f6770d146bc20452d8337a8b2954.wav,drunk
thorsten-emotional_v02/surprised/d340de9b711d7b64d8ecfa439e857be3.wav,surprised
thorsten-emotional_v02/angry/de4ca38e4441f69b14d64890148a6fa3.wav,angry
thorsten-emotional_v02/angry/7eb5168df5f4345cec9096b59d7249e0.wav,angry
thorsten-emotional_v02/sleepy/22db8146e5f96d035a116261a26835e0.wav,sleepy
thorsten-emotional_v02/whisper/873b275711628f5ebdf009cc4672ea61.wav,whisper
thorsten-emotional_v02/sleepy/8890116c6a8963098edc2f7937028453.wav,sleepy
thorsten-emotional_v02/neutral/b93fa58f1736cd5ac476342c599ab803.wav,neutral
thorsten-emotional_v02/surprised/369233d876453eb5615708b69f54e84b.wav,surprised
thorsten-emotional_v02/drunk/d2ad7a26c70b327fb81f9def8686c7d1.wav,drunk
thorsten-emotional_v02/neutral/e3a48ca59babd6ce1594d2ca4466414b.wav,neutral
thorsten-emotional_v02/amused/032e786180fb5657a237062d218c9080.wav,amused
thorsten-emotional_v02/sleepy/78dc680c0b89e46a746ade1e69999193.wav,sleepy
thorsten-emotional_v02/surprised/032e786180fb5657a237062d218c9080.wav,surprised
thorsten-emotional_v02/neutral/df2813abf27b8d400e7cf74cf6f61843.wav,neutral
thorsten-emotional_v02/whisper/9f1941cc99b024678bec6729d822a44c.wav,whisper
thorsten-emotional_v02/whisper/365c586ff1f2a591b0c0424a12dd5036.wav,whisper
thorsten-emotional_v02/sleepy/f8de0126841bb0196a2e2f075c22870e.wav,sleepy
thorsten-emotional_v02/disgusted/0bbb1366f2928815d0cf64cda0fb4971.wav,disgusted
thorsten-emotional_v02/whisper/0e8d9d5e2e11c7c08abc9f0b82fb7821.wav,whisper
thorsten-emotional_v02/drunk/fb5a42c7ce12b7342cb89e32018f2bc7.wav,drunk
thorsten-emotional_v02/disgusted/f96235b52798540316d95e3d09324dba.wav,disgusted
thorsten-emotional_v02/drunk/284784d92dc43015703748e2ba188033.wav,drunk
thorsten-emotional_v02/amused/df91542a9832323e2ccba7853af6db19.wav,amused
thorsten-emotional_v02/surprised/ce18ee6b3e1f09e3c6e7337485941a98.wav,surprised
thorsten-emotional_v02/amused/d9224fa20bd51ebd67c586e02cd41872.wav,amused
thorsten-emotional_v02/neutral/8904843a2650d79eec5e079c670341a3.wav,neutral
thorsten-emotional_v02/angry/b3b6aa662474269e822d82b9a0b65f41.wav,angry
thorsten-emotional_v02/neutral/ef9147f83ace2585d5930ec6b20294a9.wav,neutral
thorsten-emotional_v02/amused/4cf7ee9ab2e611309c5553ad0a7ac091.wav,amused
thorsten-emotional_v02/amused/2cc2cc4a34b961ef1657cc82dbd18875.wav,amused
thorsten-emotional_v02/sleepy/3874ca9fedca443688d55d6f7fb9180c.wav,sleepy
thorsten-emotional_v02/neutral/562f68a850d519763399ea954e31ac83.wav,neutral
thorsten-emotional_v02/neutral/e79126f29978969db333208213411ed1.wav,neutral
thorsten-emotional_v02/amused/e3a48ca59babd6ce1594d2ca4466414b.wav,amused
thorsten-emotional_v02/neutral/3da24b61836ab54f31166159df72cfae.wav,neutral
thorsten-emotional_v02/amused/06616ab4a22a9cd2f593e9a7624bd7f9.wav,amused
thorsten-emotional_v02/sleepy/1910c7ff4e2def4080401802af5b6575.wav,sleepy
thorsten-emotional_v02/amused/881573f41479190900144279dacb32fb.wav,amused
thorsten-emotional_v02/amused/1fbb6deed8c810f60175af82389486b0.wav,amused
thorsten-emotional_v02/amused/ae6a45b1650db40b03ef0e051b6b6e8a.wav,amused
thorsten-emotional_v02/angry/5d5326ab40422ebfd47367faa93b6364.wav,angry
thorsten-emotional_v02/surprised/02eeb8713b9abb865bb32484cc8a0415.wav,surprised
thorsten-emotional_v02/sleepy/d20ae36c54d44620f9efb9ac5123e814.wav,sleepy
thorsten-emotional_v02/neutral/03a1f652a37576530e287b64c281c0c9.wav,neutral
thorsten-emotional_v02/drunk/c45411193d0af84a9d51f462bf7417fc.wav,drunk
thorsten-emotional_v02/whisper/79a13ef2c77be70ffde9ce56a0704a1a.wav,whisper
thorsten-emotional_v02/amused/b53a7acf0d73c5ad24da7af7782263b2.wav,amused
thorsten-emotional_v02/amused/b93fa58f1736cd5ac476342c599ab803.wav,amused
thorsten-emotional_v02/neutral/488d199bee78154414a799e1c4363429.wav,neutral
thorsten-emotional_v02/sleepy/8c20f475dbb2dcc5939f749a76221c84.wav,sleepy
thorsten-emotional_v02/amused/a637674f2d11226c24f75ee73cd888e6.wav,amused
thorsten-emotional_v02/sleepy/3b68e32486a1e5953da45cdde6eb2e01.wav,sleepy
thorsten-emotional_v02/amused/de7c4d360e6cd85a245bd820a375fbfa.wav,amused
thorsten-emotional_v02/surprised/f7545687313dacdc04311b708a8db72e.wav,surprised
thorsten-emotional_v02/angry/2c78f767a5f7e037e403730f2a2b909b.wav,angry
thorsten-emotional_v02/drunk/bd18cc1ae49835537897751dfbddccc0.wav,drunk
thorsten-emotional_v02/surprised/e3dd92463f69ec9d0a10a3ef97341515.wav,surprised
thorsten-emotional_v02/angry/b73bbbff77fac106ed28f8f15795c3bb.wav,angry
thorsten-emotional_v02/surprised/f64b86e0c3ff6561d5c5968bd8135a34.wav,surprised
thorsten-emotional_v02/neutral/0e8d9d5e2e11c7c08abc9f0b82fb7821.wav,neutral
thorsten-emotional_v02/whisper/7c2099e30e26633af1f08bad32364a9f.wav,whisper
thorsten-emotional_v02/disgusted/364e8f663b55dab4eaa495d0f591913c.wav,disgusted
thorsten-emotional_v02/disgusted/fa9ebce043df577b3bc6072bf86ae8cf.wav,disgusted
thorsten-emotional_v02/amused/f96235b52798540316d95e3d09324dba.wav,amused
thorsten-emotional_v02/drunk/bdcb80ac3fb3cea03000ba0c0851a8a4.wav,drunk
thorsten-emotional_v02/sleepy/d3ca93ef620ed46361678aeec621daa8.wav,sleepy
thorsten-emotional_v02/drunk/c928caac864a9d484bfd62b85b31b056.wav,drunk
thorsten-emotional_v02/disgusted/e8a86f3d3faf98b990b54005f391036f.wav,disgusted
thorsten-emotional_v02/angry/b85796d30b6476b19dd0e5240593c366.wav,angry
thorsten-emotional_v02/surprised/8c20f475dbb2dcc5939f749a76221c84.wav,surprised
thorsten-emotional_v02/angry/93273e9a87a757ba333ce08fafcbd512.wav,angry
thorsten-emotional_v02/disgusted/3b68e32486a1e5953da45cdde6eb2e01.wav,disgusted
thorsten-emotional_v02/angry/eec9fb56bcf2c0ac7e108af965af928e.wav,angry
thorsten-emotional_v02/angry/7fe9c8a498fade9a04586ec0ccd588dc.wav,angry
thorsten-emotional_v02/drunk/8fcd69c42d6773cf7992127362a63d68.wav,drunk
thorsten-emotional_v02/neutral/3b68e32486a1e5953da45cdde6eb2e01.wav,neutral
thorsten-emotional_v02/neutral/ee12daf613390b645676fd5f14262885.wav,neutral
thorsten-emotional_v02/surprised/c8a74986aa0a0f0725ae3812b925a176.wav,surprised
thorsten-emotional_v02/drunk/356144b7594561bd43dc3fbe2ae81f44.wav,drunk
thorsten-emotional_v02/whisper/bed560d0bfebf54fe2769c9153ebaf86.wav,whisper
thorsten-emotional_v02/sleepy/f6329fe025cd02238fe3ec9c3e1ece46.wav,sleepy
thorsten-emotional_v02/neutral/d9b274a1d0d9370ff47b48e1c4d7e81f.wav,neutral
thorsten-emotional_v02/neutral/8873a38876c84195a74b7713844c3eb0.wav,neutral
thorsten-emotional_v02/neutral/bed560d0bfebf54fe2769c9153ebaf86.wav,neutral
thorsten-emotional_v02/whisper/5fa814017c58bded3a204ca5f4f0e7c1.wav,whisper
thorsten-emotional_v02/whisper/aaa0f0b9beb82ea3bb7f88616c0ea35e.wav,whisper
thorsten-emotional_v02/sleepy/1eee197f84f4cc61c43b19b720d582c1.wav,sleepy
thorsten-emotional_v02/neutral/30e288ee4fd9902f9088d56e8748b855.wav,neutral
thorsten-emotional_v02/neutral/cafd435e393351bf7b65cf440e6f5720.wav,neutral
thorsten-emotional_v02/angry/f64b86e0c3ff6561d5c5968bd8135a34.wav,angry
thorsten-emotional_v02/angry/3b68e32486a1e5953da45cdde6eb2e01.wav,angry
thorsten-emotional_v02/amused/eec9fb56bcf2c0ac7e108af965af928e.wav,amused
thorsten-emotional_v02/drunk/e9016e15d0eb17a2a5cbd69d51216445.wav,drunk
thorsten-emotional_v02/neutral/a88b7e0afbdb5b34d64689c9f6aa9e4e.wav,neutral
thorsten-emotional_v02/amused/9c330d91d84c3893c5d9649cb9819ea8.wav,amused
thorsten-emotional_v02/disgusted/523e01af06ae9f7de26164b04070151b.wav,disgusted
thorsten-emotional_v02/angry/8873a38876c84195a74b7713844c3eb0.wav,angry
thorsten-emotional_v02/sleepy/08c010e26b1b2cbb80933bf2c373028b.wav,sleepy
thorsten-emotional_v02/drunk/6d0886f1bcbaa6fcfdbfeb501d5c683c.wav,drunk
thorsten-emotional_v02/angry/120da424e5f603bf3d6d27a945d00bd3.wav,angry
thorsten-emotional_v02/neutral/b8bd8e9f93b68b30a0061317fa0e2109.wav,neutral
thorsten-emotional_v02/drunk/e3dd92463f69ec9d0a10a3ef97341515.wav,drunk
thorsten-emotional_v02/disgusted/aaa0f0b9beb82ea3bb7f88616c0ea35e.wav,disgusted
thorsten-emotional_v02/amused/fa377fb02742e5bdc95c25ef6d5faec6.wav,amused
thorsten-emotional_v02/sleepy/f07edaa0fe802e83452221f2e6afe2da.wav,sleepy
thorsten-emotional_v02/sleepy/b025d052836eee29001b244b66c1f5bf.wav,sleepy
thorsten-emotional_v02/neutral/03f5eea4317f51989cf09c5e9414dad1.wav,neutral
thorsten-emotional_v02/sleepy/0ea85f286e4dfdd7ac47b9e96800220d.wav,sleepy
thorsten-emotional_v02/disgusted/106d5a7b05735126bbe67be9fa2ca981.wav,disgusted
thorsten-emotional_v02/neutral/e9016e15d0eb17a2a5cbd69d51216445.wav,neutral
thorsten-emotional_v02/amused/a13b24594ce9fa72f9ea8ac72fb8ea99.wav,amused
thorsten-emotional_v02/neutral/6b9bef4d92d7d7a97a32cbc02876354f.wav,neutral
thorsten-emotional_v02/amused/02e002e2a51a601e99c4b0ff85dac351.wav,amused
thorsten-emotional_v02/disgusted/3da24b61836ab54f31166159df72cfae.wav,disgusted
thorsten-emotional_v02/angry/d20ae36c54d44620f9efb9ac5123e814.wav,angry
thorsten-emotional_v02/neutral/7a774396ec5358d19e6176861d6574a4.wav,neutral
thorsten-emotional_v02/whisper/ae8fa6622df5a85d3470c635f27da7a0.wav,whisper
thorsten-emotional_v02/surprised/67c0a47e5fa153544fd6181cda833d48.wav,surprised
thorsten-emotional_v02/angry/499795f4054ad25e839283b8e3893a81.wav,angry
thorsten-emotional_v02/sleepy/ef9147f83ace2585d5930ec6b20294a9.wav,sleepy
thorsten-emotional_v02/amused/94f9d93990bfbfff3da2a95ebfa9b277.wav,amused
thorsten-emotional_v02/sleepy/d235e35af4d337a5a39dc1fa4ef2b218.wav,sleepy
thorsten-emotional_v02/drunk/1cdba12b2f8998174ee54c52040d1c2e.wav,drunk
thorsten-emotional_v02/sleepy/57278766564f4c59c138643adc21aaac.wav,sleepy
thorsten-emotional_v02/drunk/08c010e26b1b2cbb80933bf2c373028b.wav,drunk
thorsten-emotional_v02/angry/17a5a8163ef7fdc9272d621282b636b8.wav,angry
thorsten-emotional_v02/sleepy/17aec872be76c8cd896f42bee0517a8e.wav,sleepy
thorsten-emotional_v02/disgusted/5f1ee1e40c87aa7aa5f9b4b813dc48ad.wav,disgusted
thorsten-emotional_v02/drunk/beecf95389ece96bbbaac05432f360a5.wav,drunk
thorsten-emotional_v02/whisper/cafd435e393351bf7b65cf440e6f5720.wav,whisper
thorsten-emotional_v02/angry/0dab10b16c7b606c059abe21d1eb2900.wav,angry
thorsten-emotional_v02/drunk/f2b06aa1103c26d530cc919c5b423224.wav,drunk
thorsten-emotional_v02/sleepy/2804f7aa3e95ad05024fc0084be4ab94.wav,sleepy
thorsten-emotional_v02/drunk/3905e846c9c7e1954cc713b9642120a0.wav,drunk
thorsten-emotional_v02/amused/5ec27c723e8d1a807791823d63078625.wav,amused
thorsten-emotional_v02/sleepy/027a0f6d1d1345f0c56beb19c0508907.wav,sleepy
thorsten-emotional_v02/drunk/0ed873f60f8b85126279fee940830e17.wav,drunk
thorsten-emotional_v02/whisper/8f83f36376896ee713899715c89522e1.wav,whisper
thorsten-emotional_v02/surprised/1cdba12b2f8998174ee54c52040d1c2e.wav,surprised
thorsten-emotional_v02/drunk/97c060dad2b4bac26836d91bf8e5130d.wav,drunk
thorsten-emotional_v02/surprised/b73bbbff77fac106ed28f8f15795c3bb.wav,surprised
thorsten-emotional_v02/drunk/6a42d772e9e9718791d94b63af55c1d1.wav,drunk
thorsten-emotional_v02/amused/74be69c7641b81ecb5e97470afaeed3a.wav,amused
thorsten-emotional_v02/angry/de7c4d360e6cd85a245bd820a375fbfa.wav,angry
thorsten-emotional_v02/surprised/af3e76915f7039690b2ac29b236c6807.wav,surprised
thorsten-emotional_v02/whisper/ac2163448f76b9dc391ad7061f262a41.wav,whisper
thorsten-emotional_v02/surprised/2face71ad5da55177d8495b8c8d3e430.wav,surprised
thorsten-emotional_v02/drunk/1e29946989a5748bcb94f17aa0695795.wav,drunk
thorsten-emotional_v02/drunk/a621b934b5ae24b3ca86cd61a367b314.wav,drunk
thorsten-emotional_v02/sleepy/6a42d772e9e9718791d94b63af55c1d1.wav,sleepy
thorsten-emotional_v02/disgusted/c38ec23a61d998c5d217e163c3fe1393.wav,disgusted
thorsten-emotional_v02/disgusted/584760ce7a02b570d6f9d7dfb887fe0d.wav,disgusted
thorsten-emotional_v02/neutral/9c330d91d84c3893c5d9649cb9819ea8.wav,neutral
thorsten-emotional_v02/neutral/5f1ee1e40c87aa7aa5f9b4b813dc48ad.wav,neutral
thorsten-emotional_v02/surprised/f163672ff831b1954cf7e7b55f6a7791.wav,surprised
thorsten-emotional_v02/angry/6ead2a87707ff5148eb01609b5fe4303.wav,angry
thorsten-emotional_v02/sleepy/17bfe7cf9fabf128df295534dee137e6.wav,sleepy
thorsten-emotional_v02/amused/b8bd8e9f93b68b30a0061317fa0e2109.wav,amused
thorsten-emotional_v02/surprised/5e200b1cce097daca482c5f9721d2c48.wav,surprised
thorsten-emotional_v02/neutral/364e8f663b55dab4eaa495d0f591913c.wav,neutral
thorsten-emotional_v02/whisper/5e200b1cce097daca482c5f9721d2c48.wav,whisper
thorsten-emotional_v02/amused/381fa424ffde5cd456287fb5324d22fb.wav,amused
thorsten-emotional_v02/amused/e1c3131b7f183036ce88fbc11c4add4c.wav,amused
thorsten-emotional_v02/angry/a2e1a61d2f7164d010cc3e1d8c208305.wav,angry
thorsten-emotional_v02/amused/d235e35af4d337a5a39dc1fa4ef2b218.wav,amused
thorsten-emotional_v02/disgusted/f15da1d7f03b87ca4c2b7ba92976cc28.wav,disgusted
thorsten-emotional_v02/surprised/a3d25378c05cc26183138edf1fdc3ab2.wav,surprised
thorsten-emotional_v02/whisper/2face71ad5da55177d8495b8c8d3e430.wav,whisper
thorsten-emotional_v02/angry/3610f6924ae384c8fbcfd8b8c14c7197.wav,angry
thorsten-emotional_v02/angry/7aef3103366cbad3c98da73e50480c18.wav,angry
thorsten-emotional_v02/angry/f8aae86fc4bf2747879f12a2082ae9cb.wav,angry
thorsten-emotional_v02/surprised/d1415e5d98ef7a68559a8ff3a1c63cca.wav,surprised
thorsten-emotional_v02/drunk/ee12daf613390b645676fd5f14262885.wav,drunk
thorsten-emotional_v02/neutral/02e002e2a51a601e99c4b0ff85dac351.wav,neutral
thorsten-emotional_v02/neutral/ae8fa6622df5a85d3470c635f27da7a0.wav,neutral
thorsten-emotional_v02/angry/f546beaa37626e587c1990ea40731f26.wav,angry
thorsten-emotional_v02/amused/2804f7aa3e95ad05024fc0084be4ab94.wav,amused
thorsten-emotional_v02/angry/37773d61d5c91c12d49e55e2b041c0cd.wav,angry
thorsten-emotional_v02/amused/118d9ce1f1b4e74669d95ff40282cf8a.wav,amused
thorsten-emotional_v02/surprised/881573f41479190900144279dacb32fb.wav,surprised
thorsten-emotional_v02/amused/7fe9c8a498fade9a04586ec0ccd588dc.wav,amused
thorsten-emotional_v02/drunk/30e288ee4fd9902f9088d56e8748b855.wav,drunk
thorsten-emotional_v02/neutral/15d7473df8964ce92d7e3d2b533c17d6.wav,neutral
thorsten-emotional_v02/drunk/846fc470d54176226e3120ac56dd7ad0.wav,drunk
thorsten-emotional_v02/disgusted/79a13ef2c77be70ffde9ce56a0704a1a.wav,disgusted
thorsten-emotional_v02/angry/ae6a45b1650db40b03ef0e051b6b6e8a.wav,angry
thorsten-emotional_v02/disgusted/ae511dbe76b568d1b68c0b8e3af5237e.wav,disgusted
thorsten-emotional_v02/neutral/9ab71e50cfefd71f27d1c2b7bb57d17c.wav,neutral
thorsten-emotional_v02/surprised/a637674f2d11226c24f75ee73cd888e6.wav,surprised
thorsten-emotional_v02/drunk/2e549180a9d7591a11d08112bf67f422.wav,drunk
thorsten-emotional_v02/surprised/b53a7acf0d73c5ad24da7af7782263b2.wav,surprised
thorsten-emotional_v02/whisper/78dc680c0b89e46a746ade1e69999193.wav,whisper
thorsten-emotional_v02/neutral/de4ca38e4441f69b14d64890148a6fa3.wav,neutral
thorsten-emotional_v02/angry/8890116c6a8963098edc2f7937028453.wav,angry
thorsten-emotional_v02/sleepy/7aef3103366cbad3c98da73e50480c18.wav,sleepy
thorsten-emotional_v02/surprised/17a5a8163ef7fdc9272d621282b636b8.wav,surprised
thorsten-emotional_v02/sleepy/79a13ef2c77be70ffde9ce56a0704a1a.wav,sleepy
thorsten-emotional_v02/neutral/204fc132a141bfa382f9ac91a2b95147.wav,neutral
thorsten-emotional_v02/amused/204fc132a141bfa382f9ac91a2b95147.wav,amused
thorsten-emotional_v02/sleepy/cfee3879ec13e369be4d19e149be9be0.wav,sleepy
thorsten-emotional_v02/sleepy/d9b274a1d0d9370ff47b48e1c4d7e81f.wav,sleepy
thorsten-emotional_v02/drunk/499795f4054ad25e839283b8e3893a81.wav,drunk
thorsten-emotional_v02/sleepy/058c1a5cce561cd0af5e62e07ca8de40.wav,sleepy
thorsten-emotional_v02/drunk/02eeb8713b9abb865bb32484cc8a0415.wav,drunk
thorsten-emotional_v02/neutral/5db3ae7a98e2a799d6d126b036aec95f.wav,neutral
thorsten-emotional_v02/sleepy/7335b89d01ace51a27612027b7ab974e.wav,sleepy
thorsten-emotional_v02/sleepy/5ea8176d00be54145e493f680e861258.wav,sleepy
thorsten-emotional_v02/disgusted/7433f6531fa5204a3944cbe4cd3df399.wav,disgusted
thorsten-emotional_v02/angry/e3a48ca59babd6ce1594d2ca4466414b.wav,angry
thorsten-emotional_v02/surprised/7c2099e30e26633af1f08bad32364a9f.wav,surprised
thorsten-emotional_v02/amused/63633ef35b3176388d58b7a8285648ca.wav,amused
