file,start,end,speaker,gender,age,duration,transcription,emotion,emotion.confidence,class_label
../../../data/emodb/emodb/wav/16b02Fd.wav,0 days,0 days 00:00:03.533562500,16,female,31,3.533562,b02,happiness,1.0,happiness
../../../data/emodb/emodb/wav/16b02Wb.wav,0 days,0 days 00:00:03.184375,16,female,31,3.184375,b02,anger,0.95,anger
../../../data/emodb/emodb/wav/16b03Fa.wav,0 days,0 days 00:00:03.865500,16,female,31,3.8655,b03,happiness,0.9523999999999999,happiness
../../../data/emodb/emodb/wav/16b03Fd.wav,0 days,0 days 00:00:03.657437500,16,female,31,3.657437,b03,happiness,1.0,happiness
../../../data/emodb/emodb/wav/16b03Wb.wav,0 days,0 days 00:00:03.924562500,16,female,31,3.924562,b03,anger,1.0,anger
../../../data/emodb/emodb/wav/16b09Fb.wav,0 days,0 days 00:00:03.501812500,16,female,31,3.501812,b09,happiness,0.85,happiness
../../../data/emodb/emodb/wav/16b09Wb.wav,0 days,0 days 00:00:03.690000,16,female,31,3.69,b09,anger,1.0,anger
../../../data/emodb/emodb/wav/16b10Fb.wav,0 days,0 days 00:00:02.583500,16,female,31,2.5835,b10,happiness,0.85,happiness
../../../data/emodb/emodb/wav/16b10Wa.wav,0 days,0 days 00:00:02.414125,16,female,31,2.414125,b10,anger,1.0,anger
../../../data/emodb/emodb/wav/16b10Wb.wav,0 days,0 days 00:00:02.522499999,16,female,31,2.522499,b10,anger,1.0,anger
