id,file
150,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt20.mp4
151,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt21.mp4
152,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt3.mp4
153,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt4.mp4
154,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt5.mp4
155,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt6.mp4
156,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt7.mp4
157,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt8.mp4
158,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc5_utt9.mp4
159,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt1.mp4
160,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt10.mp4
161,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt11.mp4
162,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt12.mp4
163,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt13.mp4
164,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt14.mp4
165,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt15.mp4
166,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt18.mp4
167,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt19.mp4
168,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt20.mp4
169,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt21.mp4
170,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt22.mp4
171,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt23.mp4
172,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt25.mp4
173,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt26.mp4
174,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt3.mp4
175,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt4.mp4
176,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt6.mp4
177,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt7.mp4
178,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt8.mp4
179,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc7_utt9.mp4
180,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt1.mp4
181,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt10.mp4
182,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt11.mp4
183,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt12.mp4
184,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt13.mp4
185,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt14.mp4
186,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt15.mp4
187,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt16.mp4
188,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt17.mp4
189,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt19.mp4
190,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt2.mp4
191,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt20.mp4
192,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt21.mp4
193,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt22.mp4
194,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt23.mp4
195,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt3.mp4
196,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt4.mp4
197,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt5.mp4
198,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt6.mp4
199,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt7.mp4
200,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt8.mp4
201,EMORYNLP/emorynlp_dev_splits/sea1_ep20_sc9_utt9.mp4
202,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc3_utt11.mp4
203,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc3_utt2.mp4
204,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc3_utt3.mp4
205,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc3_utt4.mp4
206,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc3_utt5.mp4
207,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc3_utt6.mp4
208,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc3_utt7.mp4
209,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc3_utt9.mp4
210,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt10.mp4
211,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt11.mp4
212,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt13.mp4
213,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt14.mp4
214,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt15.mp4
215,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt16.mp4
216,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt17.mp4
217,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt18.mp4
218,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt19.mp4
219,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt2.mp4
220,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt20.mp4
221,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt21.mp4
222,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt3.mp4
223,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt4.mp4
224,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt5.mp4
225,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt6.mp4
226,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt7.mp4
227,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt8.mp4
228,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc5_utt9.mp4
229,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc6_utt2.mp4
230,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc6_utt3.mp4
231,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc6_utt5.mp4
232,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc6_utt6.mp4
233,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc9_utt10.mp4
234,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc9_utt11.mp4
235,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc9_utt12.mp4
236,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc9_utt2.mp4
237,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc9_utt3.mp4
238,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc9_utt4.mp4
239,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc9_utt5.mp4
240,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc9_utt6.mp4
241,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc9_utt7.mp4
242,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc9_utt8.mp4
243,EMORYNLP/emorynlp_dev_splits/sea2_ep10_sc9_utt9.mp4
244,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc1_utt10.mp4
245,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc1_utt12.mp4
246,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc1_utt2.mp4
247,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc1_utt3.mp4
248,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc1_utt4.mp4
249,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc1_utt5.mp4
250,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc1_utt6.mp4
251,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc1_utt7.mp4
252,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc1_utt8.mp4
253,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc2_utt10.mp4
254,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc2_utt13.mp4
255,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc2_utt14.mp4
256,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc2_utt16.mp4
257,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc2_utt21.mp4
258,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc2_utt23.mp4
259,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc2_utt5.mp4
260,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc2_utt6.mp4
261,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc3_utt11.mp4
262,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc3_utt12.mp4
263,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc3_utt16.mp4
264,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc3_utt18.mp4
265,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc3_utt2.mp4
266,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc3_utt3.mp4
267,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc3_utt4.mp4
268,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc3_utt5.mp4
269,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc3_utt6.mp4
270,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc3_utt8.mp4
271,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc3_utt9.mp4
272,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc4_utt10.mp4
273,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc4_utt12.mp4
274,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc4_utt13.mp4
275,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc4_utt14.mp4
276,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc4_utt16.mp4
277,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc4_utt19.mp4
278,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc4_utt2.mp4
279,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc4_utt20.mp4
280,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc4_utt21.mp4
281,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc4_utt22.mp4
282,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc4_utt23.mp4
283,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc4_utt25.mp4
284,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc4_utt3.mp4
285,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc4_utt7.mp4
286,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc4_utt8.mp4
287,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc4_utt9.mp4
288,EMORYNLP/emorynlp_dev_splits/sea2_ep20_sc8_utt3.mp4
289,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc10_utt10.mp4
290,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc10_utt11.mp4
291,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc10_utt12.mp4
292,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc10_utt13.mp4
293,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc10_utt2.mp4
294,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc10_utt3.mp4
295,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc10_utt4.mp4
296,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc10_utt5.mp4
297,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc10_utt6.mp4
298,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc10_utt7.mp4
299,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc10_utt8.mp4
300,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc10_utt9.mp4
301,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt10.mp4
302,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt12.mp4
303,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt13.mp4
304,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt14.mp4
305,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt15.mp4
306,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt16.mp4
307,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt17.mp4
308,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt18.mp4
309,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt19.mp4
310,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt2.mp4
311,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt20.mp4
312,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt3.mp4
313,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt4.mp4
314,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt5.mp4
315,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt6.mp4
316,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt7.mp4
317,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt8.mp4
318,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc12_utt9.mp4
319,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc13_utt10.mp4
320,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc13_utt11.mp4
321,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc13_utt12.mp4
322,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc13_utt13.mp4
323,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc13_utt14.mp4
324,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc13_utt15.mp4
325,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc13_utt16.mp4
326,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc13_utt17.mp4
327,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc13_utt18.mp4
328,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc13_utt19.mp4
329,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc13_utt20.mp4
330,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc13_utt21.mp4
331,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc13_utt23.mp4
332,EMORYNLP/emorynlp_dev_splits/sea3_ep1_sc13_utt24.mp4
