file,emotion,valence,arousal,dominance
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0003_0583.wav,neu,3.0,3.722222,4.111111
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0003_0584.wav,neu,4.0,3.2,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0003_0588.wav,sad,3.2,2.8,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0003_0591.wav,sad,2.235294,2.705882,3.529412
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0003_0594.wav,neu,4.0,3.4,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0003_0605.wav,neu,3.761905,4.238095,4.904762
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0003_0630.wav,ang,2.8,5.1,5.05
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0003_0631.wav,neu,3.666667,3.916667,4.25
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0003_0635.wav,neu,3.8,3.0,3.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0005_0058.wav,hap,5.578947,5.0,4.684211
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0005_0065.wav,ang,3.105263,4.894737,4.947368
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0005_0131.wav,neu,4.0,5.0,5.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0005_0185.wav,ang,2.473684,5.263158,5.842105
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0006_0070.wav,neu,5.333333,5.0,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0006_0237.wav,neu,4.0,2.6,3.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0007_0004.wav,neu,3.833333,4.0,4.5
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0007_0017.wav,neu,3.578947,4.842105,5.052632
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0008_0067.wav,hap,5.5,5.666667,5.416667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0008_0094.wav,neu,3.5,3.166667,3.333333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0008_0103.wav,ang,2.6,4.0,3.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0008_0115.wav,neu,3.833333,4.333333,3.833333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0008_0128.wav,neu,4.4,4.2,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0009_0223.wav,neu,4.166667,4.777778,4.777778
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0009_0237.wav,hap,4.333333,4.333333,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0009_0256.wav,hap,4.928571,5.428571,5.142857
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0009_0334.wav,neu,4.333333,3.666667,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0010_0001.wav,neu,4.333333,3.166667,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0010_0018.wav,neu,3.6,4.2,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0010_0052.wav,hap,5.722222,4.5,5.277778
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0011_0009.wav,hap,4.631579,4.894737,4.947368
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0011_0055.wav,hap,4.916667,4.916667,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0011_0060.wav,neu,4.2,3.4,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0011_0156.wav,neu,3.333333,3.333333,3.166667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0011_0191.wav,neu,5.0,4.6,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0011_0200.wav,neu,3.4,5.4,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0011_0207.wav,ang,3.578947,5.210526,5.157895
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0011_0230.wav,neu,3.2,4.6,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0011_0274.wav,hap,5.333333,4.833333,4.5
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0011_0370.wav,hap,5.526316,5.210526,5.315789
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0011_0384.wav,neu,4.6,5.6,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0011_0396.wav,neu,4.2,3.8,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0011_0429.wav,ang,3.4,5.6,6.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0012_0067.wav,neu,3.2,4.0,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0012_0069.wav,neu,4.666667,4.166667,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0012_0073.wav,neu,4.333333,4.0,4.333333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0012_0082.wav,neu,3.833333,3.833333,3.833333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0012_0101.wav,ang,3.333333,4.5,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0012_0105.wav,neu,4.0,3.4,3.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0012_0159.wav,neu,3.076923,3.307692,4.076923
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0012_0163.wav,ang,3.647059,4.705882,4.882353
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0012_0223.wav,neu,4.444444,3.944444,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0012_0226.wav,neu,3.6,3.8,3.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0013_0056.wav,neu,3.722222,3.111111,3.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0013_0280.wav,hap,4.4,5.2,5.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0013_0481.wav,neu,3.4,3.0,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0004.wav,neu,4.6,4.8,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0038.wav,neu,4.0,3.8,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0094.wav,neu,3.846154,5.230769,4.846154
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0110.wav,neu,4.055556,4.055556,4.444444
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0245.wav,neu,4.8,3.6,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0252.wav,neu,3.6,4.2,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0286.wav,neu,4.333333,5.0,5.166667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0361.wav,neu,3.4,4.2,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0380.wav,neu,3.666667,4.5,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0385.wav,ang,2.2,4.8,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0411.wav,neu,4.916667,5.25,5.333333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0413.wav,neu,4.2,3.6,3.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0425.wav,neu,4.0,3.833333,3.833333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0428.wav,neu,4.4,5.0,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0429.wav,neu,5.0,5.333333,5.5
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0434.wav,neu,3.333333,3.833333,4.333333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0457.wav,neu,3.2,3.0,3.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0505.wav,neu,3.833333,4.833333,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0526.wav,neu,4.0,5.0,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0597.wav,neu,4.4,3.4,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0014_0650.wav,hap,5.333333,4.25,4.583333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0015_0293.wav,ang,3.0,5.2,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0015_0304.wav,ang,4.357143,4.642857,4.071429
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0015_0397.wav,neu,3.5,4.5,4.333333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0016_0003.wav,hap,5.333333,5.75,5.75
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0016_0098.wav,sad,2.2,5.0,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0016_0169.wav,ang,2.6,5.0,5.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0016_0292.wav,hap,4.2,6.2,5.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0016_0307.wav,hap,5.0,4.307692,4.615385
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0016_0352.wav,neu,4.777778,5.111111,5.111111
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0016_0402.wav,neu,4.166667,4.333333,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0016_0489.wav,ang,3.153846,5.769231,4.692308
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0018_0127.wav,neu,4.0,3.0,3.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0018_0142.wav,neu,4.0,2.6,3.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0018_0204.wav,neu,3.6,3.0,2.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0019_0039.wav,neu,3.5,4.166667,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0019_0071.wav,neu,3.833333,5.333333,5.333333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0019_0326.wav,ang,1.947368,5.421053,5.368421
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0019_0328.wav,ang,1.8125,6.5,5.9375
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0019_0338.wav,ang,3.5,5.583333,6.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0020_0266.wav,neu,4.4,2.8,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0020_0360.wav,neu,4.2,2.0,3.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0020_0438.wav,hap,4.6,4.8,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0020_0460.wav,neu,4.0,2.6,3.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0021_0003.wav,neu,4.0,4.0,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0021_0004.wav,neu,4.0,4.0,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0021_0006.wav,neu,5.0,4.0,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0021_0009.wav,neu,3.583333,3.833333,3.75
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0021_0013.wav,neu,4.0,5.0,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0021_0015.wav,neu,5.0,4.0,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0021_0040.wav,hap,4.0,4.2,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0021_0048.wav,neu,4.0,4.0,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0021_0051.wav,neu,4.0,5.0,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0021_0054.wav,hap,5.333333,5.416667,5.25
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0022_0053.wav,neu,4.277778,2.611111,3.222222
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0001.wav,hap,5.230769,5.230769,5.692308
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0004.wav,neu,4.615385,4.615385,4.692308
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0005.wav,neu,4.4,4.4,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0006.wav,hap,4.666667,4.333333,5.166667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0018.wav,hap,5.230769,5.538462,5.153846
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0021.wav,hap,5.461538,5.153846,4.615385
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0048.wav,neu,3.833333,3.5,3.833333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0064.wav,hap,5.769231,4.769231,4.846154
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0073.wav,neu,5.0,4.0,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0092.wav,neu,4.5,4.666667,4.833333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0094.wav,hap,5.4,4.6,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0139.wav,neu,3.916667,3.25,3.75
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0172.wav,hap,4.0,5.166667,5.333333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0184.wav,neu,3.8,3.4,3.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0200.wav,neu,5.0,4.8,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0202.wav,neu,2.8,3.6,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0205.wav,hap,3.8,4.6,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0206.wav,neu,3.6,4.4,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0218.wav,hap,4.8,4.6,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0220.wav,neu,3.8,3.6,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0222.wav,hap,5.230769,4.769231,4.846154
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0229.wav,hap,4.833333,4.666667,3.833333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0246.wav,hap,5.2,4.0,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0247.wav,hap,5.307692,5.692308,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0273.wav,ang,3.5,3.666667,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0278.wav,hap,5.538462,5.076923,4.692308
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0281.wav,hap,5.230769,4.692308,5.230769
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0285.wav,neu,4.666667,4.666667,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0318.wav,neu,4.0,4.4,3.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0319.wav,neu,3.6,4.133333,4.266667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0319_0002.wav,neu,4.6,4.2,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0320.wav,ang,3.0,5.0,4.636364
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0322.wav,neu,3.8,5.4,5.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0323.wav,neu,3.6,2.8,3.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0325.wav,neu,3.833333,3.333333,3.833333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0326.wav,neu,4.0,4.4,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0327.wav,hap,5.923077,4.461538,5.076923
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0328.wav,neu,3.333333,4.666667,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0329.wav,neu,3.4,3.0,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0332.wav,neu,3.833333,4.0,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0333.wav,neu,4.2,3.2,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0335.wav,neu,4.833333,5.333333,5.416667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0336.wav,neu,4.4,4.6,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0337.wav,hap,6.0,4.6,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0338.wav,hap,5.6,4.0,5.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0339.wav,hap,4.7,3.9,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0339_0001.wav,neu,4.6,3.2,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0340.wav,hap,5.5,5.25,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0341.wav,neu,5.2,4.6,3.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0342.wav,hap,5.517241,5.103448,5.206897
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0342_0001.wav,hap,5.833333,5.666667,5.416667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0342_0002.wav,neu,5.0,4.833333,5.083333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0343.wav,neu,4.6,4.0,3.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0344.wav,hap,5.2,4.2,5.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0345.wav,neu,4.6,4.1,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0345_0002.wav,neu,5.2,4.6,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0346.wav,hap,5.153846,5.153846,4.923077
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0347.wav,neu,4.8,3.6,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0348.wav,hap,5.2,4.2,5.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0349.wav,hap,4.8,5.0,5.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0350.wav,neu,4.8,4.8,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0351.wav,hap,3.6,5.8,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0352.wav,neu,3.8,3.6,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0353.wav,neu,4.8,4.8,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0354.wav,hap,5.25,4.75,4.75
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0358.wav,neu,4.0,5.0,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0360.wav,neu,4.0,3.0,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0361.wav,neu,3.5,3.5,4.333333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0364.wav,neu,3.6,3.2,3.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0366.wav,neu,3.6,3.6,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0367.wav,neu,4.6,3.8,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0369.wav,neu,4.4,3.2,2.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0370.wav,neu,3.0,4.0,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0371.wav,neu,5.0,4.0,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0373.wav,hap,4.6,4.0,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0374.wav,neu,4.833333,4.333333,4.5
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0376.wav,neu,4.4,5.2,5.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0378.wav,neu,3.8,4.4,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0379.wav,neu,3.2,4.2,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0380.wav,neu,3.8,3.6,3.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0383.wav,neu,4.0,4.0,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0384.wav,neu,4.8,3.2,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0385.wav,hap,5.25,4.833333,4.75
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0387.wav,neu,3.6,3.8,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0388.wav,sad,3.6,3.8,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0389.wav,neu,5.083333,5.25,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0392.wav,neu,3.444444,3.333333,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0393.wav,neu,3.2,2.6,3.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0394.wav,neu,3.4,3.8,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0396.wav,neu,3.6,3.4,3.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0397.wav,sad,3.0,3.8,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0398.wav,neu,4.0,2.8,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0400.wav,neu,4.8,4.2,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0402.wav,neu,3.8,4.4,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0403.wav,hap,5.6,4.8,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0404.wav,hap,5.583333,5.166667,4.916667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0405.wav,neu,4.0,4.0,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0406.wav,hap,5.416667,5.416667,5.166667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0410.wav,hap,5.6,4.8,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0411.wav,neu,4.0,4.2,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0412.wav,hap,4.8,4.2,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0413.wav,neu,3.4,3.4,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0414.wav,hap,4.6,4.8,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0023_0415.wav,hap,4.916667,5.0,4.75
