file,emotion,speaker,language,gender
ESD/0019/Neutral/0019_000143.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000154.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000267.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000214.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000056.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000197.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000058.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000318.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000315.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000099.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000117.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000164.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000036.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000247.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000140.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000226.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000017.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000024.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000248.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000115.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000167.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000201.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000165.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000166.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000130.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000310.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000067.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000222.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000033.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000325.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000146.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000070.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000311.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000306.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000344.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000063.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000206.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000230.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000343.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000053.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000240.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000052.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000241.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000161.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000126.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000253.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000187.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000218.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000080.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000249.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000193.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000001.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000025.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000121.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000217.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000129.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000234.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000141.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000245.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000331.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000288.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000135.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000095.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000087.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000041.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000350.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000199.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000233.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000296.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000280.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000203.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000259.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000250.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000235.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000231.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000349.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000084.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000174.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000244.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000089.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000149.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000332.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000210.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000157.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000347.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000085.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000077.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000011.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000035.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000002.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000083.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000158.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000109.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000051.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000198.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000189.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000062.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000330.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000065.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000092.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000027.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000173.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000021.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000057.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000071.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000055.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000324.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000138.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000114.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000277.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000264.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000108.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000321.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000307.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000282.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000320.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000160.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000202.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000074.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000180.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000334.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000298.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000192.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000122.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000007.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000181.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000133.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000273.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000308.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000200.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000019.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000346.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000137.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000271.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000030.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000098.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000251.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000227.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000278.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000219.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000176.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000068.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000040.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000238.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000144.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000159.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000105.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000104.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000184.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000246.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000066.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000304.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000223.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000152.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000205.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000054.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000090.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000305.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000295.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000009.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000268.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000060.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000079.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000326.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000168.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000190.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000169.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000337.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000028.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000319.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000286.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000243.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000125.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000013.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000004.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000313.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000256.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000257.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000094.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000283.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000107.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000148.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000162.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000182.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000195.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000088.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000034.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000191.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000266.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000335.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000290.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000119.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000106.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000110.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000333.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000016.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000302.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000156.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000289.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000179.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000064.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000006.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000239.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000163.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000047.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000023.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000287.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000177.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000050.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000038.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000078.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000116.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000269.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000003.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000061.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000005.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000260.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000014.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000345.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000341.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000300.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000100.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000338.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000317.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000032.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000208.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000178.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000272.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000020.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000118.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000012.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000134.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000316.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000175.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000093.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000275.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000216.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000151.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000322.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000293.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000127.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000015.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000076.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000303.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000270.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000128.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000139.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000297.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000111.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000185.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000279.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000263.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000147.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000215.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000348.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000207.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000242.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000097.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000029.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000194.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000172.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000342.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000252.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000312.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000228.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000018.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000131.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000112.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000072.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000183.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000081.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000225.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000261.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000132.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000301.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000329.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000171.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000086.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000113.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000285.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000237.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000008.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000046.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000328.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000274.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000124.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000340.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000059.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000213.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000039.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000043.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000255.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000281.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000073.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000254.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000294.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000026.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000236.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000123.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000145.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000258.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000265.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000150.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000188.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000048.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000082.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000284.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000262.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000224.wav,Neutral,0019,english,male
ESD/0019/Neutral/0019_000170.wav,Neutral,0019,english,male
ESD/0019/Sad/0019_001289.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001074.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001384.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001139.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001101.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001185.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001116.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001321.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001283.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001060.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001207.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001279.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001333.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001188.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001354.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001062.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001173.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001150.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001170.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001089.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001061.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001117.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001262.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001226.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001174.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001334.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001375.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001065.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001190.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001066.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001144.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001244.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001151.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001353.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001325.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001397.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001284.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001249.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001327.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001260.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001098.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001288.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001285.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001084.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001210.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001132.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001338.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001081.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001136.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001152.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001323.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001064.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001343.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001363.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001195.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001094.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001246.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001115.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001149.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001326.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001169.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001271.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001238.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001224.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001390.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001240.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001216.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001300.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001367.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001186.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001352.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001239.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001162.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001371.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001350.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001129.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001096.wav,Sad,0019,english,male
ESD/0019/Sad/0019_001070.wav,Sad,0019,english,male
