file,emotion_level,speakers,gender,age,word,language
BAVED/2/45-m-20-2-0-714.wav,low,45,male,20,هذا,arabic
BAVED/2/56-f-40-2-1-631.wav,normal,56,female,40,هذا,arabic
BAVED/2/51-m-20-2-0-763.wav,low,51,male,20,هذا,arabic
BAVED/2/55-m-16-2-1-801.wav,normal,55,male,16,هذا,arabic
BAVED/2/21-m-22-2-1-676.wav,normal,21,male,22,هذا,arabic
BAVED/2/41-f-40-2-2-514.wav,high,41,female,40,هذا,arabic
BAVED/2/47-m-20-2-1-727.wav,normal,47,male,20,هذا,arabic
BAVED/2/55-m-16-2-2-808.wav,high,55,male,16,هذا,arabic
BAVED/2/4-m-20-2-0-693.wav,low,4,male,20,هذا,arabic
BAVED/2/50-f-5-2-2-583.wav,high,50,female,5,هذا,arabic
BAVED/2/49-m-23-2-0-742.wav,low,49,male,23,هذا,arabic
BAVED/2/50-f-5-2-1-554.wav,normal,50,female,5,هذا,arabic
BAVED/2/40-m-14-2-2-712.wav,high,40,male,14,هذا,arabic
BAVED/2/55-m-16-2-2-809.wav,high,55,male,16,هذا,arabic
BAVED/2/56-f-40-2-1-634.wav,normal,56,female,40,هذا,arabic
BAVED/2/50-f-5-2-2-587.wav,high,50,female,5,هذا,arabic
BAVED/2/49-m-23-2-0-744.wav,low,49,male,23,هذا,arabic
BAVED/2/50-f-5-2-1-543.wav,normal,50,female,5,هذا,arabic
BAVED/2/56-f-40-2-0-625.wav,low,56,female,40,هذا,arabic
BAVED/2/4-m-20-2-2-710.wav,high,4,male,20,هذا,arabic
BAVED/2/28-m-23-2-2-683.wav,high,28,male,23,هذا,arabic
BAVED/2/50-f-5-2-0-527.wav,low,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-0-528.wav,low,50,female,5,هذا,arabic
BAVED/2/31-m-20-2-1-686.wav,normal,31,male,20,هذا,arabic
BAVED/2/46-m-20-2-1-716.wav,normal,46,male,20,هذا,arabic
BAVED/2/49-m-23-2-2-753.wav,high,49,male,23,هذا,arabic
BAVED/2/55-m-16-2-0-771.wav,low,55,male,16,هذا,arabic
BAVED/2/4-m-20-2-2-707.wav,high,4,male,20,هذا,arabic
BAVED/2/47-m-20-2-0-723.wav,low,47,male,20,هذا,arabic
BAVED/2/56-f-40-2-1-642.wav,normal,56,female,40,هذا,arabic
BAVED/2/49-m-23-2-2-758.wav,high,49,male,23,هذا,arabic
BAVED/2/102-f-40-2-2-29.wav,high,102,female,40,هذا,arabic
BAVED/2/56-f-40-2-0-626.wav,low,56,female,40,هذا,arabic
BAVED/2/55-m-16-2-2-815.wav,high,55,male,16,هذا,arabic
BAVED/2/55-m-16-2-0-774.wav,low,55,male,16,هذا,arabic
BAVED/2/50-f-5-2-1-562.wav,normal,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-1-552.wav,normal,50,female,5,هذا,arabic
BAVED/2/43-m-41-2-1-713.wav,normal,43,male,41,هذا,arabic
BAVED/2/35-m-20-2-1-690.wav,normal,35,male,20,هذا,arabic
BAVED/2/49-m-23-2-2-755.wav,high,49,male,23,هذا,arabic
BAVED/2/103-f-22-2-1-30.wav,normal,103,female,22,هذا,arabic
BAVED/2/50-f-5-2-2-602.wav,high,50,female,5,هذا,arabic
BAVED/2/47-m-20-2-2-735.wav,high,47,male,20,هذا,arabic
BAVED/2/56-f-40-2-2-648.wav,high,56,female,40,هذا,arabic
BAVED/2/9-f-20-2-1-660.wav,normal,9,female,20,هذا,arabic
BAVED/2/4-m-20-2-0-698.wav,low,4,male,20,هذا,arabic
BAVED/2/4-m-20-2-0-700.wav,low,4,male,20,هذا,arabic
BAVED/2/47-m-20-2-0-721.wav,low,47,male,20,هذا,arabic
BAVED/2/50-f-5-2-0-519.wav,low,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-0-520.wav,low,50,female,5,هذا,arabic
BAVED/2/16-m-17-2-0-668.wav,low,16,male,17,هذا,arabic
BAVED/2/50-f-5-2-2-582.wav,high,50,female,5,هذا,arabic
BAVED/2/47-m-20-2-2-734.wav,high,47,male,20,هذا,arabic
BAVED/2/55-m-16-2-2-812.wav,high,55,male,16,هذا,arabic
BAVED/2/38-f-22-2-2-512.wav,high,38,female,22,هذا,arabic
BAVED/2/46-m-20-2-2-717.wav,high,46,male,20,هذا,arabic
BAVED/2/56-f-40-2-2-645.wav,high,56,female,40,هذا,arabic
BAVED/2/50-f-5-2-2-585.wav,high,50,female,5,هذا,arabic
BAVED/2/49-m-23-2-0-747.wav,low,49,male,23,هذا,arabic
BAVED/2/50-f-5-2-1-547.wav,normal,50,female,5,هذا,arabic
BAVED/2/55-m-16-2-0-781.wav,low,55,male,16,هذا,arabic
BAVED/2/29-m-23-2-2-684.wav,high,29,male,23,هذا,arabic
BAVED/2/49-m-23-2-2-759.wav,high,49,male,23,هذا,arabic
BAVED/2/13-m-18-2-1-665.wav,normal,13,male,18,هذا,arabic
BAVED/2/56-f-40-2-2-646.wav,high,56,female,40,هذا,arabic
BAVED/2/32-m-24-2-2-687.wav,high,32,male,24,هذا,arabic
BAVED/2/55-m-16-2-2-817.wav,high,55,male,16,هذا,arabic
BAVED/2/50-f-5-2-1-564.wav,normal,50,female,5,هذا,arabic
BAVED/2/48-m-21-2-0-736.wav,low,48,male,21,هذا,arabic
BAVED/2/55-m-16-2-0-780.wav,low,55,male,16,هذا,arabic
BAVED/2/50-f-5-2-2-577.wav,high,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-1-571.wav,normal,50,female,5,هذا,arabic
BAVED/2/55-m-16-2-1-798.wav,normal,55,male,16,هذا,arabic
BAVED/2/54-f-19-2-2-612.wav,high,54,female,19,هذا,arabic
BAVED/2/50-f-5-2-1-566.wav,normal,50,female,5,هذا,arabic
BAVED/2/51-m-20-2-2-766.wav,high,51,male,20,هذا,arabic
BAVED/2/50-f-5-2-2-600.wav,high,50,female,5,هذا,arabic
BAVED/2/4-m-20-2-0-702.wav,low,4,male,20,هذا,arabic
BAVED/2/49-m-23-2-1-749.wav,normal,49,male,23,هذا,arabic
BAVED/2/50-f-5-2-1-546.wav,normal,50,female,5,هذا,arabic
BAVED/2/47-m-20-2-2-731.wav,high,47,male,20,هذا,arabic
BAVED/2/56-f-40-2-1-643.wav,normal,56,female,40,هذا,arabic
BAVED/2/100-f-6-2-1-25.wav,normal,100,female,6,هذا,arabic
BAVED/2/55-m-16-2-1-793.wav,normal,55,male,16,هذا,arabic
BAVED/2/103-f-22-2-1-31.wav,normal,103,female,22,هذا,arabic
BAVED/2/50-f-5-2-1-569.wav,normal,50,female,5,هذا,arabic
BAVED/2/55-m-16-2-0-773.wav,low,55,male,16,هذا,arabic
BAVED/2/50-f-5-2-2-580.wav,high,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-0-531.wav,low,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-2-593.wav,high,50,female,5,هذا,arabic
BAVED/2/49-m-23-2-0-739.wav,low,49,male,23,هذا,arabic
BAVED/2/56-f-40-2-2-654.wav,high,56,female,40,هذا,arabic
BAVED/2/50-f-5-2-1-559.wav,normal,50,female,5,هذا,arabic
BAVED/2/47-m-20-2-0-718.wav,low,47,male,20,هذا,arabic
BAVED/2/55-m-16-2-2-811.wav,high,55,male,16,هذا,arabic
BAVED/2/55-m-16-2-1-790.wav,normal,55,male,16,هذا,arabic
BAVED/2/27-m-21-2-2-682.wav,high,27,male,21,هذا,arabic
BAVED/2/47-m-20-2-2-733.wav,high,47,male,20,هذا,arabic
BAVED/2/50-f-5-2-0-524.wav,low,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-2-590.wav,high,50,female,5,هذا,arabic
BAVED/2/56-f-40-2-0-623.wav,low,56,female,40,هذا,arabic
BAVED/2/50-f-5-2-1-572.wav,normal,50,female,5,هذا,arabic
BAVED/2/56-f-40-2-1-644.wav,normal,56,female,40,هذا,arabic
BAVED/2/56-f-40-2-0-614.wav,low,56,female,40,هذا,arabic
BAVED/2/49-m-23-2-0-743.wav,low,49,male,23,هذا,arabic
BAVED/2/47-m-20-2-2-730.wav,high,47,male,20,هذا,arabic
BAVED/2/55-m-16-2-2-810.wav,high,55,male,16,هذا,arabic
BAVED/2/49-m-23-2-2-754.wav,high,49,male,23,هذا,arabic
BAVED/2/0-m-21-2-1-661.wav,normal,0,male,21,هذا,arabic
BAVED/2/4-m-20-2-2-703.wav,high,4,male,20,هذا,arabic
BAVED/2/49-m-23-2-2-757.wav,high,49,male,23,هذا,arabic
BAVED/2/46-m-20-2-0-715.wav,low,46,male,20,هذا,arabic
BAVED/2/50-f-5-2-2-591.wav,high,50,female,5,هذا,arabic
BAVED/2/4-m-20-2-0-701.wav,low,4,male,20,هذا,arabic
BAVED/2/50-f-5-2-1-573.wav,normal,50,female,5,هذا,arabic
BAVED/2/56-f-40-2-1-636.wav,normal,56,female,40,هذا,arabic
BAVED/2/50-f-5-2-1-545.wav,normal,50,female,5,هذا,arabic
BAVED/2/53-m-20-2-1-769.wav,normal,53,male,20,هذا,arabic
BAVED/2/50-f-5-2-0-518.wav,low,50,female,5,هذا,arabic
BAVED/2/5-m-20-2-2-761.wav,high,5,male,20,هذا,arabic
BAVED/2/55-m-16-2-2-813.wav,high,55,male,16,هذا,arabic
BAVED/2/20-f-20-2-1-511.wav,normal,20,female,20,هذا,arabic
BAVED/2/56-f-40-2-0-624.wav,low,56,female,40,هذا,arabic
BAVED/2/4-m-20-2-2-704.wav,high,4,male,20,هذا,arabic
BAVED/2/50-f-5-2-1-548.wav,normal,50,female,5,هذا,arabic
BAVED/2/55-m-16-2-2-819.wav,high,55,male,16,هذا,arabic
BAVED/2/55-m-16-2-0-777.wav,low,55,male,16,هذا,arabic
BAVED/2/56-f-40-2-1-638.wav,normal,56,female,40,هذا,arabic
BAVED/2/56-f-40-2-0-617.wav,low,56,female,40,هذا,arabic
BAVED/2/4-m-20-2-0-699.wav,low,4,male,20,هذا,arabic
BAVED/2/56-f-40-2-2-659.wav,high,56,female,40,هذا,arabic
BAVED/2/56-f-40-2-2-653.wav,high,56,female,40,هذا,arabic
BAVED/2/56-f-40-2-2-650.wav,high,56,female,40,هذا,arabic
BAVED/2/10-f-20-2-1-509.wav,normal,10,female,20,هذا,arabic
BAVED/2/26-m-19-2-0-681.wav,low,26,male,19,هذا,arabic
BAVED/2/47-m-20-2-1-729.wav,normal,47,male,20,هذا,arabic
BAVED/2/33-m-21-2-0-688.wav,low,33,male,21,هذا,arabic
BAVED/2/50-f-5-2-2-588.wav,high,50,female,5,هذا,arabic
BAVED/2/55-m-16-2-1-787.wav,normal,55,male,16,هذا,arabic
BAVED/2/4-m-20-2-0-697.wav,low,4,male,20,هذا,arabic
BAVED/2/49-m-23-2-0-745.wav,low,49,male,23,هذا,arabic
BAVED/2/47-m-20-2-0-722.wav,low,47,male,20,هذا,arabic
BAVED/2/55-m-16-2-0-783.wav,low,55,male,16,هذا,arabic
BAVED/2/56-f-40-2-0-619.wav,low,56,female,40,هذا,arabic
BAVED/2/54-f-19-2-2-611.wav,high,54,female,19,هذا,arabic
BAVED/2/50-f-5-2-0-540.wav,low,50,female,5,هذا,arabic
BAVED/2/30-m-18-2-0-685.wav,low,30,male,18,هذا,arabic
BAVED/2/55-m-16-2-1-795.wav,normal,55,male,16,هذا,arabic
BAVED/2/56-f-40-2-1-640.wav,normal,56,female,40,هذا,arabic
BAVED/2/49-m-23-2-1-751.wav,normal,49,male,23,هذا,arabic
BAVED/2/56-f-40-2-0-620.wav,low,56,female,40,هذا,arabic
BAVED/2/51-m-20-2-1-764.wav,normal,51,male,20,هذا,arabic
BAVED/2/48-m-21-2-1-737.wav,normal,48,male,21,هذا,arabic
BAVED/2/4-m-20-2-0-694.wav,low,4,male,20,هذا,arabic
BAVED/2/47-m-20-2-0-719.wav,low,47,male,20,هذا,arabic
BAVED/2/56-f-40-2-2-655.wav,high,56,female,40,هذا,arabic
BAVED/2/56-f-40-2-0-615.wav,low,56,female,40,هذا,arabic
BAVED/2/24-m-18-2-1-679.wav,normal,24,male,18,هذا,arabic
BAVED/2/53-m-20-2-0-768.wav,low,53,male,20,هذا,arabic
BAVED/2/56-f-40-2-0-616.wav,low,56,female,40,هذا,arabic
BAVED/2/55-m-16-2-2-806.wav,high,55,male,16,هذا,arabic
BAVED/2/17-m-23-2-0-669.wav,low,17,male,23,هذا,arabic
BAVED/2/47-m-20-2-2-732.wav,high,47,male,20,هذا,arabic
BAVED/2/50-f-5-2-0-530.wav,low,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-1-549.wav,normal,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-1-555.wav,normal,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-2-578.wav,high,50,female,5,هذا,arabic
BAVED/2/56-f-40-2-1-635.wav,normal,56,female,40,هذا,arabic
BAVED/2/50-f-5-2-2-603.wav,high,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-2-579.wav,high,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-0-522.wav,low,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-1-561.wav,normal,50,female,5,هذا,arabic
BAVED/2/49-m-23-2-0-746.wav,low,49,male,23,هذا,arabic
BAVED/2/56-f-40-2-2-656.wav,high,56,female,40,هذا,arabic
BAVED/2/49-m-23-2-2-752.wav,high,49,male,23,هذا,arabic
BAVED/2/37-m-14-2-1-692.wav,normal,37,male,14,هذا,arabic
BAVED/2/56-f-40-2-1-629.wav,normal,56,female,40,هذا,arabic
BAVED/2/50-f-5-2-2-584.wav,high,50,female,5,هذا,arabic
BAVED/2/47-m-20-2-1-728.wav,normal,47,male,20,هذا,arabic
BAVED/2/56-f-40-2-0-622.wav,low,56,female,40,هذا,arabic
BAVED/2/48-m-21-2-2-738.wav,high,48,male,21,هذا,arabic
BAVED/2/55-m-16-2-2-805.wav,high,55,male,16,هذا,arabic
BAVED/2/102-f-40-2-0-27.wav,low,102,female,40,هذا,arabic
BAVED/2/34-m-21-2-0-689.wav,low,34,male,21,هذا,arabic
BAVED/2/55-m-16-2-1-792.wav,normal,55,male,16,هذا,arabic
BAVED/2/50-f-5-2-0-536.wav,low,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-2-598.wav,high,50,female,5,هذا,arabic
BAVED/2/55-m-16-2-0-775.wav,low,55,male,16,هذا,arabic
BAVED/2/54-f-19-2-1-606.wav,normal,54,female,19,هذا,arabic
BAVED/2/50-f-5-2-1-556.wav,normal,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-1-570.wav,normal,50,female,5,هذا,arabic
BAVED/2/55-m-16-2-2-816.wav,high,55,male,16,هذا,arabic
BAVED/2/0-m-21-2-1-662.wav,normal,0,male,21,هذا,arabic
BAVED/2/56-f-40-2-0-613.wav,low,56,female,40,هذا,arabic
BAVED/2/42-f-22-2-2-515.wav,high,42,female,22,هذا,arabic
BAVED/2/56-f-40-2-2-658.wav,high,56,female,40,هذا,arabic
BAVED/2/55-m-16-2-2-804.wav,high,55,male,16,هذا,arabic
BAVED/2/55-m-16-2-2-807.wav,high,55,male,16,هذا,arabic
BAVED/2/50-f-5-2-1-553.wav,normal,50,female,5,هذا,arabic
BAVED/2/49-m-23-2-2-760.wav,high,49,male,23,هذا,arabic
BAVED/2/55-m-16-2-1-799.wav,normal,55,male,16,هذا,arabic
BAVED/2/50-f-5-2-2-586.wav,high,50,female,5,هذا,arabic
BAVED/2/4-m-20-2-0-695.wav,low,4,male,20,هذا,arabic
BAVED/2/23-m-22-2-0-678.wav,low,23,male,22,هذا,arabic
BAVED/2/55-m-16-2-0-779.wav,low,55,male,16,هذا,arabic
BAVED/2/49-m-23-2-1-748.wav,normal,49,male,23,هذا,arabic
BAVED/2/55-m-16-2-1-796.wav,normal,55,male,16,هذا,arabic
BAVED/2/47-m-20-2-1-726.wav,normal,47,male,20,هذا,arabic
BAVED/2/50-f-5-2-2-581.wav,high,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-0-521.wav,low,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-1-565.wav,normal,50,female,5,هذا,arabic
BAVED/2/56-f-40-2-0-618.wav,low,56,female,40,هذا,arabic
BAVED/2/100-f-6-2-0-24.wav,low,100,female,6,هذا,arabic
BAVED/2/55-m-16-2-1-797.wav,normal,55,male,16,هذا,arabic
BAVED/2/50-f-5-2-1-551.wav,normal,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-1-544.wav,normal,50,female,5,هذا,arabic
BAVED/2/51-m-20-2-0-762.wav,low,51,male,20,هذا,arabic
BAVED/2/54-f-19-2-2-609.wav,high,54,female,19,هذا,arabic
BAVED/2/55-m-16-2-1-794.wav,normal,55,male,16,هذا,arabic
BAVED/2/50-f-5-2-0-526.wav,low,50,female,5,هذا,arabic
BAVED/2/4-m-20-2-2-709.wav,high,4,male,20,هذا,arabic
BAVED/2/50-f-5-2-1-568.wav,normal,50,female,5,هذا,arabic
BAVED/2/49-m-23-2-1-750.wav,normal,49,male,23,هذا,arabic
BAVED/2/4-m-20-2-0-696.wav,low,4,male,20,هذا,arabic
BAVED/2/6-m-21-2-0-820.wav,low,6,male,21,هذا,arabic
BAVED/2/4-m-20-2-2-708.wav,high,4,male,20,هذا,arabic
BAVED/2/51-m-20-2-2-767.wav,high,51,male,20,هذا,arabic
BAVED/2/56-f-40-2-1-630.wav,normal,56,female,40,هذا,arabic
BAVED/2/39-f-6-2-2-513.wav,high,39,female,6,هذا,arabic
BAVED/2/56-f-40-2-2-652.wav,high,56,female,40,هذا,arabic
BAVED/2/50-f-5-2-1-558.wav,normal,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-2-597.wav,high,50,female,5,هذا,arabic
BAVED/2/56-f-40-2-2-651.wav,high,56,female,40,هذا,arabic
BAVED/2/56-f-40-2-2-647.wav,high,56,female,40,هذا,arabic
BAVED/2/56-f-40-2-1-639.wav,normal,56,female,40,هذا,arabic
BAVED/2/56-f-40-2-0-627.wav,low,56,female,40,هذا,arabic
BAVED/2/17-m-23-2-2-671.wav,high,17,male,23,هذا,arabic
BAVED/2/50-f-5-2-0-533.wav,low,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-1-574.wav,normal,50,female,5,هذا,arabic
BAVED/2/55-m-16-2-2-802.wav,high,55,male,16,هذا,arabic
BAVED/2/54-f-19-2-1-605.wav,normal,54,female,19,هذا,arabic
BAVED/2/50-f-5-2-2-601.wav,high,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-0-525.wav,low,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-1-560.wav,normal,50,female,5,هذا,arabic
BAVED/2/101-m-20-2-1-34.wav,normal,101,male,20,هذا,arabic
BAVED/2/56-f-40-2-0-621.wav,low,56,female,40,هذا,arabic
BAVED/2/56-f-40-2-1-632.wav,normal,56,female,40,هذا,arabic
BAVED/2/25-m-19-2-2-680.wav,high,25,male,19,هذا,arabic
BAVED/2/2-m-25-2-1-675.wav,normal,2,male,25,هذا,arabic
BAVED/2/4-m-20-2-2-706.wav,high,4,male,20,هذا,arabic
BAVED/2/4-m-20-2-2-711.wav,high,4,male,20,هذا,arabic
BAVED/2/55-m-16-2-1-789.wav,normal,55,male,16,هذا,arabic
BAVED/2/55-m-16-2-1-791.wav,normal,55,male,16,هذا,arabic
BAVED/2/55-m-16-2-2-818.wav,high,55,male,16,هذا,arabic
BAVED/2/55-m-16-2-0-782.wav,low,55,male,16,هذا,arabic
BAVED/2/54-f-19-2-2-608.wav,high,54,female,19,هذا,arabic
BAVED/2/44-f-21-2-2-516.wav,high,44,female,21,هذا,arabic
BAVED/2/55-m-16-2-0-776.wav,low,55,male,16,هذا,arabic
BAVED/2/49-m-23-2-0-741.wav,low,49,male,23,هذا,arabic
BAVED/2/50-f-5-2-2-595.wav,high,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-2-589.wav,high,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-2-594.wav,high,50,female,5,هذا,arabic
BAVED/2/55-m-16-2-2-803.wav,high,55,male,16,هذا,arabic
BAVED/2/50-f-5-2-1-567.wav,normal,50,female,5,هذا,arabic
BAVED/2/50-f-5-2-2-592.wav,high,50,female,5,هذا,arabic
BAVED/2/19-m-20-2-1-673.wav,normal,19,male,20,هذا,arabic
BAVED/2/55-m-16-2-0-784.wav,low,55,male,16,هذا,arabic
BAVED/2/18-m-21-2-2-672.wav,high,18,male,21,هذا,arabic
BAVED/1/19-m-20-1-1-386.wav,normal,19,male,20,لم يعجبني,arabic
BAVED/1/56-f-40-1-1-343.wav,normal,56,female,40,لم يعجبني,arabic
BAVED/1/4-m-20-1-2-406.wav,high,4,male,20,لم يعجبني,arabic
BAVED/1/56-f-40-1-0-322.wav,low,56,female,40,لم يعجبني,arabic
BAVED/1/46-m-20-1-1-413.wav,normal,46,male,20,لم يعجبني,arabic
BAVED/1/50-f-5-1-0-278.wav,low,50,female,5,لم يعجبني,arabic
BAVED/1/56-f-40-1-0-332.wav,low,56,female,40,لم يعجبني,arabic
BAVED/1/56-f-40-1-1-355.wav,normal,56,female,40,لم يعجبني,arabic
BAVED/1/50-f-5-1-0-274.wav,low,50,female,5,لم يعجبني,arabic
BAVED/1/55-m-16-1-1-483.wav,normal,55,male,16,لم يعجبني,arabic
BAVED/1/55-m-16-1-1-485.wav,normal,55,male,16,لم يعجبني,arabic
BAVED/1/48-m-21-1-0-433.wav,low,48,male,21,لم يعجبني,arabic
BAVED/1/56-f-40-1-0-331.wav,low,56,female,40,لم يعجبني,arabic
BAVED/1/103-f-22-1-2-20.wav,high,103,female,22,لم يعجبني,arabic
BAVED/1/4-m-20-1-0-398.wav,low,4,male,20,لم يعجبني,arabic
BAVED/1/50-f-5-1-0-282.wav,low,50,female,5,لم يعجبني,arabic
BAVED/1/56-f-40-1-1-351.wav,normal,56,female,40,لم يعجبني,arabic
BAVED/1/55-m-16-1-1-478.wav,normal,55,male,16,لم يعجبني,arabic
BAVED/1/48-m-21-1-1-434.wav,normal,48,male,21,لم يعجبني,arabic
BAVED/1/56-f-40-1-0-320.wav,low,56,female,40,لم يعجبني,arabic
BAVED/1/56-f-40-1-0-321.wav,low,56,female,40,لم يعجبني,arabic
BAVED/1/50-f-5-1-0-273.wav,low,50,female,5,لم يعجبني,arabic
BAVED/1/54-f-19-1-1-313.wav,normal,54,female,19,لم يعجبني,arabic
BAVED/1/49-m-23-1-2-446.wav,high,49,male,23,لم يعجبني,arabic
BAVED/1/56-f-40-1-0-328.wav,low,56,female,40,لم يعجبني,arabic
BAVED/1/101-m-20-1-1-22.wav,normal,101,male,20,لم يعجبني,arabic
BAVED/1/11-m-23-1-0-377.wav,low,11,male,23,لم يعجبني,arabic
BAVED/1/50-f-5-1-1-290.wav,normal,50,female,5,لم يعجبني,arabic
BAVED/1/49-m-23-1-1-444.wav,normal,49,male,23,لم يعجبني,arabic
BAVED/1/56-f-40-1-2-364.wav,high,56,female,40,لم يعجبني,arabic
BAVED/1/47-m-20-1-2-428.wav,high,47,male,20,لم يعجبني,arabic
BAVED/1/56-f-40-1-2-369.wav,high,56,female,40,لم يعجبني,arabic
BAVED/1/56-f-40-1-1-352.wav,normal,56,female,40,لم يعجبني,arabic
BAVED/1/51-m-20-1-1-457.wav,normal,51,male,20,لم يعجبني,arabic
BAVED/1/47-m-20-1-1-423.wav,normal,47,male,20,لم يعجبني,arabic
