file,emotion,speaker
./jtes_v1.1/wav/f01/joy/f01_joy_10.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_11.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_12.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_13.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_14.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_15.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_16.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_17.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_18.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_19.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_20.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_21.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_22.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_23.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_24.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_25.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_26.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_27.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_28.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_29.wav,joy,1
./jtes_v1.1/wav/f01/joy/f01_joy_30.wav,joy,1
./jtes_v1.1/wav/f01/neu/f01_neu_01.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_02.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_03.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_04.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_05.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_06.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_07.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_08.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_09.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_10.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_11.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_12.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_13.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_14.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_15.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_16.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_17.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_18.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_19.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_20.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_21.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_22.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_23.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_24.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_25.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_26.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_27.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_28.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_29.wav,neu,1
./jtes_v1.1/wav/f01/neu/f01_neu_30.wav,neu,1
./jtes_v1.1/wav/f01/sad/f01_sad_01.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_02.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_03.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_04.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_05.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_06.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_07.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_08.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_09.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_10.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_11.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_12.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_13.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_14.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_15.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_16.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_17.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_18.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_19.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_20.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_21.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_22.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_23.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_24.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_25.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_26.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_27.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_28.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_29.wav,sad,1
./jtes_v1.1/wav/f01/sad/f01_sad_30.wav,sad,1
./jtes_v1.1/wav/f02/ang/f02_ang_01.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_02.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_03.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_04.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_05.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_06.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_07.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_08.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_09.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_10.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_11.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_12.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_13.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_14.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_15.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_16.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_17.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_18.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_19.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_20.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_21.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_22.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_23.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_24.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_25.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_26.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_27.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_28.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_29.wav,ang,2
./jtes_v1.1/wav/f02/ang/f02_ang_30.wav,ang,2
./jtes_v1.1/wav/f02/joy/f02_joy_01.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_02.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_03.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_04.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_05.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_06.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_07.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_08.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_09.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_10.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_11.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_12.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_13.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_14.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_15.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_16.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_17.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_18.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_19.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_20.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_21.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_22.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_23.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_24.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_25.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_26.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_27.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_28.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_29.wav,joy,2
./jtes_v1.1/wav/f02/joy/f02_joy_30.wav,joy,2
./jtes_v1.1/wav/f02/neu/f02_neu_01.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_02.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_03.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_04.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_05.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_06.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_07.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_08.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_09.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_10.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_11.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_12.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_13.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_14.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_15.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_16.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_17.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_18.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_19.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_20.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_21.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_22.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_23.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_24.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_25.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_26.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_27.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_28.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_29.wav,neu,2
./jtes_v1.1/wav/f02/neu/f02_neu_30.wav,neu,2
./jtes_v1.1/wav/f02/sad/f02_sad_01.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_02.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_03.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_04.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_05.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_06.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_07.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_08.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_09.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_10.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_11.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_12.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_13.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_14.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_15.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_16.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_17.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_18.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_19.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_20.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_21.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_22.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_23.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_24.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_25.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_26.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_27.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_28.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_29.wav,sad,2
./jtes_v1.1/wav/f02/sad/f02_sad_30.wav,sad,2
./jtes_v1.1/wav/f03/ang/f03_ang_01.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_02.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_03.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_04.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_05.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_06.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_07.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_08.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_09.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_10.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_11.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_12.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_13.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_14.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_15.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_16.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_17.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_18.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_19.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_20.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_21.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_22.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_23.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_24.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_25.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_26.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_27.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_28.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_29.wav,ang,3
./jtes_v1.1/wav/f03/ang/f03_ang_30.wav,ang,3
./jtes_v1.1/wav/f03/joy/f03_joy_01.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_02.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_03.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_04.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_05.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_06.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_07.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_08.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_09.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_10.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_11.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_12.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_13.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_14.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_15.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_16.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_17.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_18.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_19.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_20.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_21.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_22.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_23.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_24.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_25.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_26.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_27.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_28.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_29.wav,joy,3
./jtes_v1.1/wav/f03/joy/f03_joy_30.wav,joy,3
./jtes_v1.1/wav/f03/neu/f03_neu_01.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_02.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_03.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_04.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_05.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_06.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_07.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_08.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_09.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_10.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_11.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_12.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_13.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_14.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_15.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_16.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_17.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_18.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_19.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_20.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_21.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_22.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_23.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_24.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_25.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_26.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_27.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_28.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_29.wav,neu,3
./jtes_v1.1/wav/f03/neu/f03_neu_30.wav,neu,3
./jtes_v1.1/wav/f03/sad/f03_sad_01.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_02.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_03.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_04.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_05.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_06.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_07.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_08.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_09.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_10.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_11.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_12.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_13.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_14.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_15.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_16.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_17.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_18.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_19.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_20.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_21.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_22.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_23.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_24.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_25.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_26.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_27.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_28.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_29.wav,sad,3
./jtes_v1.1/wav/f03/sad/f03_sad_30.wav,sad,3
./jtes_v1.1/wav/f04/ang/f04_ang_01.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_02.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_03.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_04.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_05.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_06.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_07.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_08.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_09.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_10.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_11.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_12.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_13.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_14.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_15.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_16.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_17.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_18.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_19.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_20.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_21.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_22.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_23.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_24.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_25.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_26.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_27.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_28.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_29.wav,ang,4
./jtes_v1.1/wav/f04/ang/f04_ang_30.wav,ang,4
./jtes_v1.1/wav/f04/joy/f04_joy_01.wav,joy,4
./jtes_v1.1/wav/f04/joy/f04_joy_02.wav,joy,4
./jtes_v1.1/wav/f04/joy/f04_joy_03.wav,joy,4
./jtes_v1.1/wav/f04/joy/f04_joy_04.wav,joy,4
./jtes_v1.1/wav/f04/joy/f04_joy_05.wav,joy,4
./jtes_v1.1/wav/f04/joy/f04_joy_06.wav,joy,4
./jtes_v1.1/wav/f04/joy/f04_joy_07.wav,joy,4
./jtes_v1.1/wav/f04/joy/f04_joy_08.wav,joy,4
./jtes_v1.1/wav/f04/joy/f04_joy_09.wav,joy,4
