file,sentiment,emotion
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-iRBcNs9oI8_8.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-iRBcNs9oI8_9.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-lqc32Zpr7M_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-lqc32Zpr7M_1.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-lqc32Zpr7M_2.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-lqc32Zpr7M_3.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-lzEya4AM_4_0.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-lzEya4AM_4_1.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-lzEya4AM_4_2.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-lzEya4AM_4_3.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-lzEya4AM_4_4.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-mJ2ud6oKI8_0.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-mJ2ud6oKI8_1.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-mJ2ud6oKI8_2.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-mJ2ud6oKI8_3.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-mJ2ud6oKI8_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-mJ2ud6oKI8_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-mJ2ud6oKI8_6.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-mJ2ud6oKI8_7.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-mJ2ud6oKI8_8.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-mqbVkbCndg_0.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-mqbVkbCndg_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-mqbVkbCndg_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-t217m2on-s_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-t217m2on-s_1.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-tANM6ETl_M_0.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-tANM6ETl_M_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-tANM6ETl_M_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-tPCytz4rww_0.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-tPCytz4rww_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-tPCytz4rww_2.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-tPCytz4rww_3.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-tPCytz4rww_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-tPCytz4rww_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-vxjVxOeScU_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-vxjVxOeScU_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-vxjVxOeScU_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-wMB_hJL-3o_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-wMB_hJL-3o_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-wMB_hJL-3o_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-wMB_hJL-3o_3.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-wny0OAz3g8_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-wny0OAz3g8_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-wny0OAz3g8_2.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-wny0OAz3g8_3.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-wny0OAz3g8_4.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-wny0OAz3g8_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-wny0OAz3g8_6.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-wny0OAz3g8_7.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/-wny0OAz3g8_8.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/03X1FwF6udc_0.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/03X1FwF6udc_1.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/03X1FwF6udc_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/03X1FwF6udc_3.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/03X1FwF6udc_4.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/03X1FwF6udc_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/03X1FwF6udc_6.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/07Z16yRBFUQ_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/07Z16yRBFUQ_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/07Z16yRBFUQ_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/08d4NTXkSxw_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/08d4NTXkSxw_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/08d4NTXkSxw_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/08d4NTXkSxw_3.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0AA-wmk8WdA_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0AA-wmk8WdA_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0AkGtPzl7D8_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0BVed2nBq1g_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0BVed2nBq1g_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0BVed2nBq1g_2.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0BVed2nBq1g_3.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0BVed2nBq1g_4.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0BVed2nBq1g_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0BVed2nBq1g_6.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0DBfvvIVmqY_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0DBfvvIVmqY_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0DBfvvIVmqY_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0DBfvvIVmqY_3.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0DBfvvIVmqY_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0DBfvvIVmqY_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0DBfvvIVmqY_6.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0DBfvvIVmqY_7.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0DBfvvIVmqY_8.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0DBfvvIVmqY_9.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0DBfvvIVmqY_10.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0EAAfLCQabY_0.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0EAAfLCQabY_1.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0EAAfLCQabY_2.wav,negative,fea
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0EphpADwdPg_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0EphpADwdPg_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0EphpADwdPg_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0EphpADwdPg_3.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0EphpADwdPg_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0EphpADwdPg_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_1.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_3.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_4.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_6.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_7.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_8.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_9.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_10.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_11.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_12.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_13.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_14.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_15.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_16.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_17.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_18.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_19.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_20.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_21.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_22.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_23.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_24.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_25.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_26.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_27.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0FA32bEZ6xI_28.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0JuRmhhgMw8_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0JuRmhhgMw8_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0JuRmhhgMw8_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0JuRmhhgMw8_3.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0JuRmhhgMw8_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0JuRmhhgMw8_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0JuRmhhgMw8_6.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0JuRmhhgMw8_7.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OC3wf9x3zQ_0.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OC3wf9x3zQ_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OC3wf9x3zQ_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OC3wf9x3zQ_3.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OC3wf9x3zQ_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OC3wf9x3zQ_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OC3wf9x3zQ_6.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OC3wf9x3zQ_7.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OC3wf9x3zQ_8.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OC3wf9x3zQ_9.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OC3wf9x3zQ_10.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OXeN3MhFeA_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OXeN3MhFeA_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OXeN3MhFeA_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OXeN3MhFeA_3.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OXeN3MhFeA_4.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OXeN3MhFeA_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0OXeN3MhFeA_6.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0SfejBuLgFo_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0SfejBuLgFo_1.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0SfejBuLgFo_2.wav,positive,sur
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0SfejBuLgFo_3.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0SfejBuLgFo_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0SfejBuLgFo_5.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0SfejBuLgFo_6.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0SfejBuLgFo_7.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0Svu5BldR5A_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0Svu5BldR5A_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0W4WsjhDgUI_0.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0WIwQgH4lKg_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0WIwQgH4lKg_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0WIwQgH4lKg_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0WIwQgH4lKg_3.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0WIwQgH4lKg_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0WIwQgH4lKg_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0Xs8wJrAmxs_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0Xs8wJrAmxs_1.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0Xs8wJrAmxs_2.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0Xs8wJrAmxs_3.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0YdYFtVdlWE_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0YdYFtVdlWE_1.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0YdYFtVdlWE_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0YdYFtVdlWE_3.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0YdYFtVdlWE_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0YdYFtVdlWE_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0YdYFtVdlWE_6.wav,positive,sur
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/0YdYFtVdlWE_7.wav,positive,hap
