file,speaker,task,stress
speech/actual/helicopt/dt/hist/thirty1.wav,dt,hist,2
speech/actual/helicopt/dt/hist/thirty2.wav,dt,hist,2
speech/actual/helicopt/dt/hist/three1.wav,dt,hist,2
speech/actual/helicopt/dt/hist/three2.wav,dt,hist,2
speech/actual/helicopt/dt/hist/white1.wav,dt,hist,2
speech/actual/helicopt/dt/hist/white2.wav,dt,hist,2
speech/actual/helicopt/dt/hist/wide1.wav,dt,hist,2
speech/actual/helicopt/dt/hist/wide2.wav,dt,hist,2
speech/actual/helicopt/dt/hist/zero1.wav,dt,hist,2
speech/actual/helicopt/dt/hist/zero2.wav,dt,hist,2
speech/actual/helicopt/dt/hist_oov_all/all1.wav,dt,hist_oov_all,2
speech/actual/helicopt/dt/meds_oov_all/all1.wav,dt,meds_oov_all,1
speech/actual/helicopt/dt/medst/break1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/break2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/change1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/change2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/degree1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/degree2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/destin1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/destin2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/east1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/east2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/eight1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/eight2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/eighty1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/eighty2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/enter1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/enter2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/fifty1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/fifty2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/fix1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/fix2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/freeze1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/freeze2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/gain1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/gain2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/go1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/go2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/hello1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/hello2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/help1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/help2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/histog1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/histog2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/hot1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/hot2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/mark1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/mark2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/nav1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/nav2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/no1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/no2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/oh1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/oh2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/on1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/on2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/out1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/out2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/point1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/point2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/six1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/six2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/south1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/south2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/stand1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/stand2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/steer1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/steer2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/strafe1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/strafe2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/ten1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/ten2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/thirty1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/thirty2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/three1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/three2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/white1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/white2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/wide1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/wide2.wav,dt,medst,1
speech/actual/helicopt/dt/medst/zero1.wav,dt,medst,1
speech/actual/helicopt/dt/medst/zero2.wav,dt,medst,1
speech/actual/helicopt/rs/hist/break1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/break2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/change1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/change2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/degree1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/degree2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/destin1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/destin2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/east1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/east2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/eight1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/eight2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/eighty1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/eighty2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/enter1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/enter2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/fifty1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/fifty2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/fix1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/fix2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/freeze1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/freeze2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/gain1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/gain2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/go1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/go2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/hello1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/hello2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/help1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/help2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/histog1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/histog2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/hot1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/hot2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/mark1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/mark2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/nav1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/nav2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/no1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/no2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/oh1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/oh2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/on1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/on2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/out1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/out2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/point1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/point2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/six1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/six2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/south1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/south2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/stand1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/stand2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/steer1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/steer2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/strafe1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/strafe2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/ten1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/ten2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/thirty1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/thirty2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/three1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/three2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/white1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/white2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/wide1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/wide2.wav,rs,hist,2
speech/actual/helicopt/rs/hist/zero1.wav,rs,hist,2
speech/actual/helicopt/rs/hist/zero2.wav,rs,hist,2
speech/actual/helicopt/rs/hist_oov_all/all1.wav,rs,hist_oov_all,2
speech/actual/helicopt/rs/meds_oov_all/all1.wav,rs,meds_oov_all,1
speech/actual/helicopt/rs/medst/break1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/break2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/change1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/change2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/degree1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/degree2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/destin1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/destin2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/east1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/east2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/eight1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/eight2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/eighty1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/eighty2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/enter1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/enter2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/fifty1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/fifty2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/fix1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/fix2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/freeze1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/freeze2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/gain1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/gain2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/go1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/go2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/hello1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/hello2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/help1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/help2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/histog1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/histog2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/hot1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/hot2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/mark1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/mark2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/nav1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/nav2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/no1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/no2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/oh1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/oh2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/on1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/on2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/out1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/out2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/point1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/point2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/six1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/six2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/south1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/south2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/stand1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/stand2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/steer1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/steer2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/strafe1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/strafe2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/ten1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/ten2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/thirty1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/thirty2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/three1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/three2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/white1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/white2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/wide1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/wide2.wav,rs,medst,1
speech/actual/helicopt/rs/medst/zero1.wav,rs,medst,1
speech/actual/helicopt/rs/medst/zero2.wav,rs,medst,1
speech/actual/roller/f1/free_oov_all/all1.wav,f1,free_oov_all,2
speech/actual/roller/f1/freefall/freeze1.wav,f1,freefall,2
speech/actual/roller/f1/freefall/freeze2.wav,f1,freefall,2
speech/actual/roller/f1/freefall/go1.wav,f1,freefall,2
speech/actual/roller/f1/freefall/hello1.wav,f1,freefall,2
speech/actual/roller/f1/freefall/south1.wav,f1,freefall,2
speech/actual/roller/f1/hist/break1.wav,f1,hist,2
speech/actual/roller/f1/hist/break2.wav,f1,hist,2
speech/actual/roller/f1/hist/change1.wav,f1,hist,2
speech/actual/roller/f1/hist/change2.wav,f1,hist,2
speech/actual/roller/f1/hist/change3.wav,f1,hist,2
speech/actual/roller/f1/hist/change4.wav,f1,hist,2
speech/actual/roller/f1/hist/change5.wav,f1,hist,2
speech/actual/roller/f1/hist/change6.wav,f1,hist,2
speech/actual/roller/f1/hist/degree1.wav,f1,hist,2
speech/actual/roller/f1/hist/degree2.wav,f1,hist,2
speech/actual/roller/f1/hist/degree3.wav,f1,hist,2
speech/actual/roller/f1/hist/degree4.wav,f1,hist,2
speech/actual/roller/f1/hist/degree5.wav,f1,hist,2
speech/actual/roller/f1/hist/degree6.wav,f1,hist,2
speech/actual/roller/f1/hist/destin1.wav,f1,hist,2
speech/actual/roller/f1/hist/destin2.wav,f1,hist,2
speech/actual/roller/f1/hist/destin3.wav,f1,hist,2
speech/actual/roller/f1/hist/destin4.wav,f1,hist,2
speech/actual/roller/f1/hist/destin5.wav,f1,hist,2
speech/actual/roller/f1/hist/destin6.wav,f1,hist,2
speech/actual/roller/f1/hist/east1.wav,f1,hist,2
speech/actual/roller/f1/hist/east2.wav,f1,hist,2
speech/actual/roller/f1/hist/east3.wav,f1,hist,2
speech/actual/roller/f1/hist/east4.wav,f1,hist,2
speech/actual/roller/f1/hist/east5.wav,f1,hist,2
speech/actual/roller/f1/hist/east6.wav,f1,hist,2
speech/actual/roller/f1/hist/eight1.wav,f1,hist,2
speech/actual/roller/f1/hist/eight2.wav,f1,hist,2
speech/actual/roller/f1/hist/eight3.wav,f1,hist,2
speech/actual/roller/f1/hist/eighty1.wav,f1,hist,2
speech/actual/roller/f1/hist/eighty2.wav,f1,hist,2
speech/actual/roller/f1/hist/eighty3.wav,f1,hist,2
speech/actual/roller/f1/hist/eighty4.wav,f1,hist,2
speech/actual/roller/f1/hist/eighty5.wav,f1,hist,2
speech/actual/roller/f1/hist/eighty6.wav,f1,hist,2
speech/actual/roller/f1/hist/enter1.wav,f1,hist,2
speech/actual/roller/f1/hist/enter2.wav,f1,hist,2
speech/actual/roller/f1/hist/enter3.wav,f1,hist,2
speech/actual/roller/f1/hist/fifty1.wav,f1,hist,2
speech/actual/roller/f1/hist/fifty2.wav,f1,hist,2
speech/actual/roller/f1/hist/fifty3.wav,f1,hist,2
speech/actual/roller/f1/hist/fifty4.wav,f1,hist,2
speech/actual/roller/f1/hist/fifty5.wav,f1,hist,2
speech/actual/roller/f1/hist/fifty6.wav,f1,hist,2
speech/actual/roller/f1/hist/fix1.wav,f1,hist,2
speech/actual/roller/f1/hist/fix2.wav,f1,hist,2
speech/actual/roller/f1/hist/fix3.wav,f1,hist,2
speech/actual/roller/f1/hist/fix4.wav,f1,hist,2
speech/actual/roller/f1/hist/fix5.wav,f1,hist,2
speech/actual/roller/f1/hist/fix6.wav,f1,hist,2
speech/actual/roller/f1/hist/fix7.wav,f1,hist,2
speech/actual/roller/f1/hist/fix8.wav,f1,hist,2
speech/actual/roller/f1/hist/freeze1.wav,f1,hist,2
speech/actual/roller/f1/hist/freeze2.wav,f1,hist,2
speech/actual/roller/f1/hist/freeze3.wav,f1,hist,2
speech/actual/roller/f1/hist/freeze4.wav,f1,hist,2
speech/actual/roller/f1/hist/freeze5.wav,f1,hist,2
speech/actual/roller/f1/hist/freeze6.wav,f1,hist,2
speech/actual/roller/f1/hist/freeze7.wav,f1,hist,2
speech/actual/roller/f1/hist/freeze8.wav,f1,hist,2
speech/actual/roller/f1/hist/freeze9.wav,f1,hist,2
speech/actual/roller/f1/hist/gain1.wav,f1,hist,2
speech/actual/roller/f1/hist/gain2.wav,f1,hist,2
speech/actual/roller/f1/hist/gain3.wav,f1,hist,2
speech/actual/roller/f1/hist/gain4.wav,f1,hist,2
speech/actual/roller/f1/hist/gain5.wav,f1,hist,2
speech/actual/roller/f1/hist/gain6.wav,f1,hist,2
speech/actual/roller/f1/hist/go1.wav,f1,hist,2
speech/actual/roller/f1/hist/go2.wav,f1,hist,2
speech/actual/roller/f1/hist/hello1.wav,f1,hist,2
speech/actual/roller/f1/hist/hello2.wav,f1,hist,2
speech/actual/roller/f1/hist/hello3.wav,f1,hist,2
speech/actual/roller/f1/hist/hello4.wav,f1,hist,2
speech/actual/roller/f1/hist/hello5.wav,f1,hist,2
speech/actual/roller/f1/hist/help1.wav,f1,hist,2
speech/actual/roller/f1/hist/help2.wav,f1,hist,2
speech/actual/roller/f1/hist/help3.wav,f1,hist,2
speech/actual/roller/f1/hist/histog1.wav,f1,hist,2
speech/actual/roller/f1/hist/histog2.wav,f1,hist,2
speech/actual/roller/f1/hist/histog3.wav,f1,hist,2
speech/actual/roller/f1/hist/histog4.wav,f1,hist,2
speech/actual/roller/f1/hist/histog5.wav,f1,hist,2
speech/actual/roller/f1/hist/histog6.wav,f1,hist,2
speech/actual/roller/f1/hist/histog7.wav,f1,hist,2
speech/actual/roller/f1/hist/histog8.wav,f1,hist,2
speech/actual/roller/f1/hist/histog9.wav,f1,hist,2
speech/actual/roller/f1/hist/hot1.wav,f1,hist,2
speech/actual/roller/f1/hist/hot2.wav,f1,hist,2
speech/actual/roller/f1/hist/hot3.wav,f1,hist,2
speech/actual/roller/f1/hist/hot4.wav,f1,hist,2
speech/actual/roller/f1/hist/hot5.wav,f1,hist,2
speech/actual/roller/f1/hist/mark1.wav,f1,hist,2
speech/actual/roller/f1/hist/mark2.wav,f1,hist,2
speech/actual/roller/f1/hist/mark3.wav,f1,hist,2
speech/actual/roller/f1/hist/mark4.wav,f1,hist,2
speech/actual/roller/f1/hist/mark5.wav,f1,hist,2
speech/actual/roller/f1/hist/nav1.wav,f1,hist,2
speech/actual/roller/f1/hist/nav2.wav,f1,hist,2
speech/actual/roller/f1/hist/nav3.wav,f1,hist,2
speech/actual/roller/f1/hist/no1.wav,f1,hist,2
speech/actual/roller/f1/hist/no2.wav,f1,hist,2
speech/actual/roller/f1/hist/no3.wav,f1,hist,2
speech/actual/roller/f1/hist/no4.wav,f1,hist,2
speech/actual/roller/f1/hist/no5.wav,f1,hist,2
speech/actual/roller/f1/hist/no6.wav,f1,hist,2
speech/actual/roller/f1/hist/no7.wav,f1,hist,2
speech/actual/roller/f1/hist/oh1.wav,f1,hist,2
speech/actual/roller/f1/hist/oh2.wav,f1,hist,2
speech/actual/roller/f1/hist/oh3.wav,f1,hist,2
speech/actual/roller/f1/hist/oh4.wav,f1,hist,2
speech/actual/roller/f1/hist/oh5.wav,f1,hist,2
speech/actual/roller/f1/hist/oh6.wav,f1,hist,2
speech/actual/roller/f1/hist/on1.wav,f1,hist,2
speech/actual/roller/f1/hist/on2.wav,f1,hist,2
speech/actual/roller/f1/hist/on3.wav,f1,hist,2
speech/actual/roller/f1/hist/on4.wav,f1,hist,2
speech/actual/roller/f1/hist/on5.wav,f1,hist,2
speech/actual/roller/f1/hist/on6.wav,f1,hist,2
speech/actual/roller/f1/hist/out1.wav,f1,hist,2
speech/actual/roller/f1/hist/out2.wav,f1,hist,2
speech/actual/roller/f1/hist/out3.wav,f1,hist,2
speech/actual/roller/f1/hist/out4.wav,f1,hist,2
speech/actual/roller/f1/hist/out5.wav,f1,hist,2
speech/actual/roller/f1/hist/out6.wav,f1,hist,2
speech/actual/roller/f1/hist/point1.wav,f1,hist,2
speech/actual/roller/f1/hist/point2.wav,f1,hist,2
speech/actual/roller/f1/hist/point3.wav,f1,hist,2
speech/actual/roller/f1/hist/point4.wav,f1,hist,2
speech/actual/roller/f1/hist/point5.wav,f1,hist,2
speech/actual/roller/f1/hist/point6.wav,f1,hist,2
speech/actual/roller/f1/hist/six1.wav,f1,hist,2
speech/actual/roller/f1/hist/six2.wav,f1,hist,2
speech/actual/roller/f1/hist/six3.wav,f1,hist,2
speech/actual/roller/f1/hist/south1.wav,f1,hist,2
speech/actual/roller/f1/hist/south2.wav,f1,hist,2
speech/actual/roller/f1/hist/south3.wav,f1,hist,2
speech/actual/roller/f1/hist/south4.wav,f1,hist,2
speech/actual/roller/f1/hist/south5.wav,f1,hist,2
speech/actual/roller/f1/hist/south6.wav,f1,hist,2
speech/actual/roller/f1/hist/stand1.wav,f1,hist,2
speech/actual/roller/f1/hist/stand2.wav,f1,hist,2
speech/actual/roller/f1/hist/stand3.wav,f1,hist,2
speech/actual/roller/f1/hist/stand4.wav,f1,hist,2
speech/actual/roller/f1/hist/stand5.wav,f1,hist,2
speech/actual/roller/f1/hist/stand6.wav,f1,hist,2
speech/actual/roller/f1/hist/steer1.wav,f1,hist,2
speech/actual/roller/f1/hist/steer2.wav,f1,hist,2
speech/actual/roller/f1/hist/steer3.wav,f1,hist,2
speech/actual/roller/f1/hist/steer4.wav,f1,hist,2
speech/actual/roller/f1/hist/steer5.wav,f1,hist,2
speech/actual/roller/f1/hist/strafe1.wav,f1,hist,2
speech/actual/roller/f1/hist/strafe2.wav,f1,hist,2
speech/actual/roller/f1/hist/strafe3.wav,f1,hist,2
speech/actual/roller/f1/hist/ten1.wav,f1,hist,2
speech/actual/roller/f1/hist/ten2.wav,f1,hist,2
speech/actual/roller/f1/hist/ten3.wav,f1,hist,2
speech/actual/roller/f1/hist/thirty1.wav,f1,hist,2
speech/actual/roller/f1/hist/thirty2.wav,f1,hist,2
