file,emotion,speaker_id,split
AudioWAV/1080_IEO_HAP_MD.wav,happy,1080,0
AudioWAV/1072_IOM_SAD_XX.wav,sad,1072,0
AudioWAV/1040_IWW_DIS_XX.wav,disgust,1040,0
AudioWAV/1019_IEO_ANG_LO.wav,angry,1019,0
AudioWAV/1065_TAI_HAP_XX.wav,happy,1065,0
AudioWAV/1075_TIE_NEU_XX.wav,neutral,1075,0
AudioWAV/1001_IOM_ANG_XX.wav,angry,1001,0
AudioWAV/1037_TSI_ANG_XX.wav,angry,1037,0
AudioWAV/1084_IOM_NEU_XX.wav,neutral,1084,0
AudioWAV/1060_IEO_HAP_HI.wav,happy,1060,0
AudioWAV/1068_IEO_FEA_LO.wav,fear,1068,0
AudioWAV/1035_ITS_FEA_XX.wav,fear,1035,0
AudioWAV/1040_IEO_SAD_HI.wav,sad,1040,0
AudioWAV/1046_IWL_DIS_XX.wav,disgust,1046,0
AudioWAV/1081_IEO_ANG_HI.wav,angry,1081,0
AudioWAV/1085_TSI_ANG_XX.wav,angry,1085,0
AudioWAV/1021_ITH_FEA_XX.wav,fear,1021,0
AudioWAV/1065_ITH_HAP_XX.wav,happy,1065,0
AudioWAV/1023_TAI_SAD_XX.wav,sad,1023,0
AudioWAV/1023_ITS_ANG_XX.wav,angry,1023,0
AudioWAV/1014_ITH_FEA_XX.wav,fear,1014,0
AudioWAV/1090_MTI_ANG_XX.wav,angry,1090,0
AudioWAV/1062_TAI_DIS_XX.wav,disgust,1062,0
AudioWAV/1017_IOM_DIS_XX.wav,disgust,1017,0
AudioWAV/1062_IEO_SAD_HI.wav,sad,1062,0
AudioWAV/1085_IOM_HAP_XX.wav,happy,1085,0
AudioWAV/1019_TAI_NEU_XX.wav,neutral,1019,0
AudioWAV/1081_IWL_FEA_XX.wav,fear,1081,0
AudioWAV/1090_TSI_ANG_XX.wav,angry,1090,0
AudioWAV/1008_IWW_SAD_XX.wav,sad,1008,0
AudioWAV/1054_TSI_DIS_XX.wav,disgust,1054,0
AudioWAV/1068_DFA_SAD_XX.wav,sad,1068,0
AudioWAV/1034_WSI_NEU_XX.wav,neutral,1034,0
AudioWAV/1017_ITH_HAP_XX.wav,happy,1017,0
AudioWAV/1059_TIE_NEU_XX.wav,neutral,1059,0
AudioWAV/1033_IEO_SAD_HI.wav,sad,1033,0
AudioWAV/1080_TSI_HAP_XX.wav,happy,1080,0
AudioWAV/1053_IEO_ANG_HI.wav,angry,1053,0
AudioWAV/1023_IWL_SAD_XX.wav,sad,1023,0
AudioWAV/1008_ITS_NEU_XX.wav,neutral,1008,0
AudioWAV/1037_TIE_SAD_XX.wav,sad,1037,0
AudioWAV/1024_IWW_NEU_XX.wav,neutral,1024,0
AudioWAV/1040_DFA_DIS_XX.wav,disgust,1040,0
AudioWAV/1072_IEO_HAP_MD.wav,happy,1072,0
AudioWAV/1053_DFA_ANG_XX.wav,angry,1053,0
AudioWAV/1021_IOM_NEU_XX.wav,neutral,1021,0
AudioWAV/1008_TAI_NEU_XX.wav,neutral,1008,0
AudioWAV/1054_WSI_DIS_XX.wav,disgust,1054,0
AudioWAV/1028_IEO_FEA_HI.wav,fear,1028,0
AudioWAV/1040_TAI_FEA_XX.wav,fear,1040,0
AudioWAV/1039_IWL_ANG_XX.wav,angry,1039,0
AudioWAV/1086_DFA_ANG_XX.wav,angry,1086,0
AudioWAV/1068_TAI_SAD_XX.wav,sad,1068,0
AudioWAV/1073_IWL_NEU_XX.wav,neutral,1073,0
AudioWAV/1028_MTI_NEU_XX.wav,neutral,1028,0
AudioWAV/1031_ITH_HAP_XX.wav,happy,1031,0
AudioWAV/1003_IEO_SAD_HI.wav,sad,1003,0
AudioWAV/1014_IWL_ANG_XX.wav,angry,1014,0
AudioWAV/1017_DFA_ANG_XX.wav,angry,1017,0
AudioWAV/1065_IEO_FEA_HI.wav,fear,1065,0
AudioWAV/1010_WSI_SAD_XX.wav,sad,1010,0
AudioWAV/1003_ITH_ANG_XX.wav,angry,1003,0
AudioWAV/1017_IEO_DIS_MD.wav,disgust,1017,0
AudioWAV/1065_ITS_ANG_XX.wav,angry,1065,0
AudioWAV/1047_TIE_SAD_XX.wav,sad,1047,0
AudioWAV/1078_TSI_DIS_XX.wav,disgust,1078,0
AudioWAV/1064_TAI_HAP_XX.wav,happy,1064,0
AudioWAV/1024_IEO_ANG_MD.wav,angry,1024,0
AudioWAV/1003_MTI_ANG_XX.wav,angry,1003,0
AudioWAV/1019_MTI_NEU_XX.wav,neutral,1019,0
AudioWAV/1076_ITH_FEA_XX.wav,fear,1076,0
AudioWAV/1025_IEO_DIS_HI.wav,disgust,1025,0
AudioWAV/1031_IOM_FEA_XX.wav,fear,1031,0
AudioWAV/1075_IEO_HAP_LO.wav,happy,1075,0
AudioWAV/1053_TAI_NEU_XX.wav,neutral,1053,0
AudioWAV/1040_IOM_SAD_XX.wav,sad,1040,0
AudioWAV/1090_ITS_FEA_XX.wav,fear,1090,0
AudioWAV/1019_TSI_HAP_XX.wav,happy,1019,0
AudioWAV/1067_TSI_ANG_XX.wav,angry,1067,0
AudioWAV/1043_IEO_HAP_MD.wav,happy,1043,0
AudioWAV/1085_IEO_ANG_HI.wav,angry,1085,0
AudioWAV/1079_TIE_NEU_XX.wav,neutral,1079,0
AudioWAV/1021_IEO_FEA_LO.wav,fear,1021,0
AudioWAV/1044_TSI_SAD_XX.wav,sad,1044,0
AudioWAV/1073_IEO_SAD_LO.wav,sad,1073,0
AudioWAV/1063_MTI_NEU_XX.wav,neutral,1063,0
AudioWAV/1084_ITS_SAD_XX.wav,sad,1084,0
AudioWAV/1039_ITS_FEA_XX.wav,fear,1039,0
AudioWAV/1079_WSI_NEU_XX.wav,neutral,1079,0
AudioWAV/1042_IWL_NEU_XX.wav,neutral,1042,0
AudioWAV/1073_TAI_HAP_XX.wav,happy,1073,0
AudioWAV/1085_DFA_SAD_XX.wav,sad,1085,0
AudioWAV/1022_TIE_NEU_XX.wav,neutral,1022,0
AudioWAV/1060_DFA_NEU_XX.wav,neutral,1060,0
AudioWAV/1039_IOM_HAP_XX.wav,happy,1039,0
AudioWAV/1087_IEO_DIS_HI.wav,disgust,1087,0
AudioWAV/1084_DFA_FEA_XX.wav,fear,1084,0
AudioWAV/1003_MTI_FEA_XX.wav,fear,1003,0
AudioWAV/1021_ITH_HAP_XX.wav,happy,1021,0
AudioWAV/1053_ITS_HAP_XX.wav,happy,1053,0
AudioWAV/1021_WSI_DIS_XX.wav,disgust,1021,0
AudioWAV/1079_IEO_SAD_MD.wav,sad,1079,0
AudioWAV/1031_IEO_FEA_LO.wav,fear,1031,0
AudioWAV/1023_TSI_NEU_XX.wav,neutral,1023,0
AudioWAV/1079_IEO_FEA_HI.wav,fear,1079,0
AudioWAV/1062_ITS_SAD_XX.wav,sad,1062,0
AudioWAV/1071_ITH_DIS_XX.wav,disgust,1071,0
AudioWAV/1008_MTI_SAD_XX.wav,sad,1008,0
AudioWAV/1001_IWW_NEU_XX.wav,neutral,1001,0
AudioWAV/1024_IEO_SAD_LO.wav,sad,1024,0
AudioWAV/1053_TIE_SAD_XX.wav,sad,1053,0
AudioWAV/1019_IEO_ANG_HI.wav,angry,1019,0
AudioWAV/1076_IWL_DIS_XX.wav,disgust,1076,0
AudioWAV/1035_IWL_HAP_XX.wav,happy,1035,0
AudioWAV/1031_IWW_SAD_XX.wav,sad,1031,0
AudioWAV/1068_TAI_DIS_XX.wav,disgust,1068,0
AudioWAV/1065_IEO_HAP_HI.wav,happy,1065,0
AudioWAV/1034_ITS_ANG_XX.wav,angry,1034,0
AudioWAV/1015_IEO_DIS_MD.wav,disgust,1015,0
AudioWAV/1073_TIE_SAD_XX.wav,sad,1073,0
AudioWAV/1001_TIE_SAD_XX.wav,sad,1001,0
AudioWAV/1042_MTI_DIS_XX.wav,disgust,1042,0
AudioWAV/1017_WSI_ANG_XX.wav,angry,1017,0
AudioWAV/1035_TAI_ANG_XX.wav,angry,1035,0
AudioWAV/1017_TIE_FEA_XX.wav,fear,1017,0
AudioWAV/1020_IWW_NEU_XX.wav,neutral,1020,0
AudioWAV/1044_TAI_ANG_XX.wav,angry,1044,0
AudioWAV/1022_ITH_SAD_XX.wav,sad,1022,0
AudioWAV/1082_MTI_NEU_XX.wav,neutral,1082,0
AudioWAV/1040_MTI_ANG_XX.wav,angry,1040,0
AudioWAV/1078_IEO_SAD_MD.wav,sad,1078,0
AudioWAV/1031_IWL_SAD_XX.wav,sad,1031,0
AudioWAV/1053_DFA_HAP_XX.wav,happy,1053,0
AudioWAV/1057_TAI_FEA_XX.wav,fear,1057,0
AudioWAV/1053_IWL_HAP_XX.wav,happy,1053,0
AudioWAV/1020_TAI_ANG_XX.wav,angry,1020,0
AudioWAV/1022_TAI_DIS_XX.wav,disgust,1022,0
AudioWAV/1022_WSI_FEA_XX.wav,fear,1022,0
AudioWAV/1047_TIE_HAP_XX.wav,happy,1047,0
AudioWAV/1043_WSI_ANG_XX.wav,angry,1043,0
AudioWAV/1028_ITS_ANG_XX.wav,angry,1028,0
AudioWAV/1042_IEO_DIS_LO.wav,disgust,1042,0
AudioWAV/1046_ITS_FEA_XX.wav,fear,1046,0
AudioWAV/1024_IEO_ANG_HI.wav,angry,1024,0
AudioWAV/1081_MTI_HAP_XX.wav,happy,1081,0
AudioWAV/1020_TSI_DIS_XX.wav,disgust,1020,0
AudioWAV/1046_TSI_HAP_XX.wav,happy,1046,0
AudioWAV/1039_TAI_HAP_XX.wav,happy,1039,0
AudioWAV/1078_TIE_FEA_XX.wav,fear,1078,0
AudioWAV/1068_IWL_SAD_XX.wav,sad,1068,0
AudioWAV/1064_ITH_DIS_XX.wav,disgust,1064,0
AudioWAV/1014_IWW_NEU_XX.wav,neutral,1014,0
AudioWAV/1017_IWL_DIS_XX.wav,disgust,1017,0
AudioWAV/1047_IWW_FEA_XX.wav,fear,1047,0
AudioWAV/1015_DFA_HAP_XX.wav,happy,1015,0
AudioWAV/1031_DFA_DIS_XX.wav,disgust,1031,0
AudioWAV/1023_TAI_FEA_XX.wav,fear,1023,0
AudioWAV/1043_IOM_HAP_XX.wav,happy,1043,0
AudioWAV/1042_DFA_NEU_XX.wav,neutral,1042,0
AudioWAV/1028_IEO_DIS_LO.wav,disgust,1028,0
AudioWAV/1063_TSI_FEA_XX.wav,fear,1063,0
AudioWAV/1059_IWL_ANG_XX.wav,angry,1059,0
AudioWAV/1046_IEO_DIS_HI.wav,disgust,1046,0
AudioWAV/1080_TSI_FEA_XX.wav,fear,1080,0
AudioWAV/1087_WSI_ANG_XX.wav,angry,1087,0
AudioWAV/1063_IWW_DIS_XX.wav,disgust,1063,0
AudioWAV/1080_IEO_NEU_XX.wav,neutral,1080,0
AudioWAV/1015_ITS_DIS_XX.wav,disgust,1015,0
AudioWAV/1063_IEO_FEA_LO.wav,fear,1063,0
AudioWAV/1068_TAI_NEU_XX.wav,neutral,1068,0
AudioWAV/1083_IEO_FEA_HI.wav,fear,1083,0
AudioWAV/1072_IOM_DIS_XX.wav,disgust,1072,0
AudioWAV/1060_ITH_FEA_XX.wav,fear,1060,0
AudioWAV/1084_IOM_HAP_XX.wav,happy,1084,0
AudioWAV/1068_TIE_NEU_XX.wav,neutral,1068,0
AudioWAV/1071_WSI_DIS_XX.wav,disgust,1071,0
AudioWAV/1001_MTI_SAD_XX.wav,sad,1001,0
AudioWAV/1071_WSI_ANG_XX.wav,angry,1071,0
AudioWAV/1090_DFA_ANG_XX.wav,angry,1090,0
AudioWAV/1002_IWL_DIS_XX.wav,disgust,1002,0
AudioWAV/1063_TAI_NEU_XX.wav,neutral,1063,0
AudioWAV/1008_TIE_NEU_XX.wav,neutral,1008,0
AudioWAV/1008_IWL_HAP_XX.wav,happy,1008,0
AudioWAV/1025_IOM_FEA_XX.wav,fear,1025,0
AudioWAV/1025_MTI_FEA_XX.wav,fear,1025,0
AudioWAV/1035_IEO_DIS_LO.wav,disgust,1035,0
AudioWAV/1083_IWW_NEU_XX.wav,neutral,1083,0
AudioWAV/1063_IEO_HAP_HI.wav,happy,1063,0
AudioWAV/1059_IWW_NEU_XX.wav,neutral,1059,0
AudioWAV/1002_ITS_FEA_XX.wav,fear,1002,0
AudioWAV/1043_IEO_DIS_MD.wav,disgust,1043,0
AudioWAV/1063_ITS_HAP_XX.wav,happy,1063,0
AudioWAV/1028_IOM_ANG_XX.wav,angry,1028,0
AudioWAV/1083_ITH_NEU_XX.wav,neutral,1083,0
AudioWAV/1063_IWW_HAP_XX.wav,happy,1063,0
AudioWAV/1080_DFA_NEU_XX.wav,neutral,1080,0
AudioWAV/1012_TIE_SAD_XX.wav,sad,1012,0
AudioWAV/1031_IEO_ANG_LO.wav,angry,1031,0
AudioWAV/1033_WSI_HAP_XX.wav,happy,1033,0
AudioWAV/1057_IEO_DIS_MD.wav,disgust,1057,0
AudioWAV/1063_IWW_NEU_XX.wav,neutral,1063,0
AudioWAV/1028_ITH_DIS_XX.wav,disgust,1028,0
AudioWAV/1014_DFA_NEU_XX.wav,neutral,1014,0
AudioWAV/1087_ITS_DIS_XX.wav,disgust,1087,0
AudioWAV/1002_IEO_SAD_LO.wav,sad,1002,0
AudioWAV/1086_IEO_SAD_LO.wav,sad,1086,0
AudioWAV/1033_IEO_ANG_MD.wav,angry,1033,0
AudioWAV/1022_IEO_SAD_MD.wav,sad,1022,0
AudioWAV/1023_IWL_DIS_XX.wav,disgust,1023,0
AudioWAV/1087_DFA_NEU_XX.wav,neutral,1087,0
AudioWAV/1010_IEO_ANG_LO.wav,angry,1010,0
AudioWAV/1072_TSI_SAD_XX.wav,sad,1072,0
AudioWAV/1024_MTI_ANG_XX.wav,angry,1024,0
AudioWAV/1084_IWL_ANG_XX.wav,angry,1084,0
AudioWAV/1046_IEO_ANG_LO.wav,angry,1046,0
AudioWAV/1034_IWW_FEA_XX.wav,fear,1034,0
AudioWAV/1042_IEO_SAD_MD.wav,sad,1042,0
AudioWAV/1025_WSI_HAP_XX.wav,happy,1025,0
AudioWAV/1083_IWL_FEA_XX.wav,fear,1083,0
AudioWAV/1015_TSI_NEU_XX.wav,neutral,1015,0
AudioWAV/1081_IEO_FEA_MD.wav,fear,1081,0
AudioWAV/1046_IEO_FEA_MD.wav,fear,1046,0
AudioWAV/1025_IWW_NEU_XX.wav,neutral,1025,0
AudioWAV/1044_MTI_DIS_XX.wav,disgust,1044,0
AudioWAV/1075_IOM_ANG_XX.wav,angry,1075,0
AudioWAV/1072_TSI_ANG_XX.wav,angry,1072,0
AudioWAV/1059_IOM_DIS_XX.wav,disgust,1059,0
AudioWAV/1090_WSI_HAP_XX.wav,happy,1090,0
AudioWAV/1087_WSI_FEA_XX.wav,fear,1087,0
AudioWAV/1065_ITH_DIS_XX.wav,disgust,1065,0
AudioWAV/1022_IOM_HAP_XX.wav,happy,1022,0
AudioWAV/1021_IWL_ANG_XX.wav,angry,1021,0
AudioWAV/1076_IOM_DIS_XX.wav,disgust,1076,0
AudioWAV/1073_IOM_ANG_XX.wav,angry,1073,0
AudioWAV/1082_TAI_NEU_XX.wav,neutral,1082,0
AudioWAV/1012_IEO_SAD_LO.wav,sad,1012,0
AudioWAV/1072_TSI_HAP_XX.wav,happy,1072,0
AudioWAV/1062_TIE_ANG_XX.wav,angry,1062,0
AudioWAV/1076_IWW_DIS_XX.wav,disgust,1076,0
AudioWAV/1010_IEO_DIS_LO.wav,disgust,1010,0
AudioWAV/1001_IEO_DIS_MD.wav,disgust,1001,0
AudioWAV/1081_ITH_NEU_XX.wav,neutral,1081,0
AudioWAV/1080_ITH_SAD_XX.wav,sad,1080,0
AudioWAV/1039_WSI_FEA_XX.wav,fear,1039,0
AudioWAV/1010_TSI_ANG_XX.wav,angry,1010,0
AudioWAV/1023_IEO_FEA_MD.wav,fear,1023,0
AudioWAV/1019_IOM_HAP_XX.wav,happy,1019,0
AudioWAV/1024_IEO_HAP_MD.wav,happy,1024,0
AudioWAV/1025_ITH_HAP_XX.wav,happy,1025,0
AudioWAV/1090_IWW_FEA_XX.wav,fear,1090,0
AudioWAV/1003_IWW_DIS_XX.wav,disgust,1003,0
AudioWAV/1022_IOM_DIS_XX.wav,disgust,1022,0
AudioWAV/1083_TAI_DIS_XX.wav,disgust,1083,0
AudioWAV/1002_IOM_ANG_XX.wav,angry,1002,0
AudioWAV/1086_WSI_HAP_XX.wav,happy,1086,0
AudioWAV/1067_IEO_SAD_LO.wav,sad,1067,0
AudioWAV/1080_TSI_SAD_XX.wav,sad,1080,0
AudioWAV/1086_IWW_SAD_XX.wav,sad,1086,0
AudioWAV/1078_TSI_ANG_XX.wav,angry,1078,0
AudioWAV/1068_IWL_HAP_XX.wav,happy,1068,0
AudioWAV/1031_IWL_HAP_XX.wav,happy,1031,0
AudioWAV/1028_MTI_HAP_XX.wav,happy,1028,0
AudioWAV/1087_MTI_SAD_XX.wav,sad,1087,0
AudioWAV/1067_IOM_NEU_XX.wav,neutral,1067,0
AudioWAV/1057_IEO_HAP_MD.wav,happy,1057,0
AudioWAV/1040_WSI_HAP_XX.wav,happy,1040,0
AudioWAV/1019_ITS_ANG_XX.wav,angry,1019,0
AudioWAV/1022_TSI_FEA_XX.wav,fear,1022,0
AudioWAV/1008_IWW_HAP_XX.wav,happy,1008,0
AudioWAV/1075_IEO_FEA_HI.wav,fear,1075,0
AudioWAV/1023_IOM_DIS_XX.wav,disgust,1023,0
AudioWAV/1090_IEO_HAP_LO.wav,happy,1090,0
AudioWAV/1064_TIE_SAD_XX.wav,sad,1064,0
AudioWAV/1001_IWL_HAP_XX.wav,happy,1001,0
AudioWAV/1035_IEO_ANG_LO.wav,angry,1035,0
AudioWAV/1054_ITS_ANG_XX.wav,angry,1054,0
AudioWAV/1023_TAI_ANG_XX.wav,angry,1023,0
AudioWAV/1014_IWL_FEA_XX.wav,fear,1014,0
AudioWAV/1057_DFA_HAP_XX.wav,happy,1057,0
AudioWAV/1015_ITH_HAP_XX.wav,happy,1015,0
AudioWAV/1059_WSI_NEU_XX.wav,neutral,1059,0
AudioWAV/1060_TAI_FEA_XX.wav,fear,1060,0
AudioWAV/1086_IWW_ANG_XX.wav,angry,1086,0
AudioWAV/1064_MTI_DIS_XX.wav,disgust,1064,0
AudioWAV/1063_IOM_HAP_XX.wav,happy,1063,0
AudioWAV/1035_ITH_SAD_XX.wav,sad,1035,0
AudioWAV/1078_DFA_ANG_XX.wav,angry,1078,0
AudioWAV/1042_IEO_FEA_LO.wav,fear,1042,0
AudioWAV/1072_WSI_SAD_XX.wav,sad,1072,0
AudioWAV/1083_ITH_FEA_XX.wav,fear,1083,0
AudioWAV/1025_TIE_ANG_XX.wav,angry,1025,0
AudioWAV/1057_IEO_SAD_LO.wav,sad,1057,0
AudioWAV/1044_IEO_HAP_HI.wav,happy,1044,0
AudioWAV/1015_TIE_DIS_XX.wav,disgust,1015,0
AudioWAV/1068_IEO_HAP_MD.wav,happy,1068,0
AudioWAV/1060_IWW_NEU_XX.wav,neutral,1060,0
AudioWAV/1067_WSI_HAP_XX.wav,happy,1067,0
AudioWAV/1008_TSI_NEU_XX.wav,neutral,1008,0
AudioWAV/1068_WSI_SAD_XX.wav,sad,1068,0
AudioWAV/1057_TSI_ANG_XX.wav,angry,1057,0
AudioWAV/1057_TAI_SAD_XX.wav,sad,1057,0
AudioWAV/1071_IEO_ANG_HI.wav,angry,1071,0
AudioWAV/1003_IEO_SAD_MD.wav,sad,1003,0
AudioWAV/1079_IWL_ANG_XX.wav,angry,1079,0
AudioWAV/1035_IEO_ANG_MD.wav,angry,1035,0
AudioWAV/1081_IEO_DIS_LO.wav,disgust,1081,0
AudioWAV/1060_MTI_HAP_XX.wav,happy,1060,0
AudioWAV/1067_IEO_DIS_HI.wav,disgust,1067,0
AudioWAV/1075_TAI_FEA_XX.wav,fear,1075,0
AudioWAV/1015_MTI_DIS_XX.wav,disgust,1015,0
AudioWAV/1072_TSI_FEA_XX.wav,fear,1072,0
AudioWAV/1060_TSI_SAD_XX.wav,sad,1060,0
AudioWAV/1059_IEO_DIS_HI.wav,disgust,1059,0
AudioWAV/1023_TSI_DIS_XX.wav,disgust,1023,0
AudioWAV/1024_ITS_HAP_XX.wav,happy,1024,0
AudioWAV/1046_IOM_FEA_XX.wav,fear,1046,0
AudioWAV/1025_TSI_HAP_XX.wav,happy,1025,0
AudioWAV/1034_TIE_SAD_XX.wav,sad,1034,0
AudioWAV/1046_IOM_HAP_XX.wav,happy,1046,0
AudioWAV/1042_TIE_ANG_XX.wav,angry,1042,0
AudioWAV/1001_IWW_DIS_XX.wav,disgust,1001,0
AudioWAV/1022_IEO_HAP_LO.wav,happy,1022,0
AudioWAV/1002_TAI_NEU_XX.wav,neutral,1002,0
AudioWAV/1084_ITH_DIS_XX.wav,disgust,1084,0
AudioWAV/1017_IEO_SAD_HI.wav,sad,1017,0
AudioWAV/1017_IWL_ANG_XX.wav,angry,1017,0
AudioWAV/1073_ITH_SAD_XX.wav,sad,1073,0
AudioWAV/1062_TSI_FEA_XX.wav,fear,1062,0
AudioWAV/1040_IEO_HAP_MD.wav,happy,1040,0
AudioWAV/1079_TIE_HAP_XX.wav,happy,1079,0
AudioWAV/1002_MTI_NEU_XX.wav,neutral,1002,0
AudioWAV/1062_IEO_HAP_MD.wav,happy,1062,0
AudioWAV/1044_WSI_DIS_XX.wav,disgust,1044,0
AudioWAV/1082_IWL_NEU_XX.wav,neutral,1082,0
AudioWAV/1087_IWW_ANG_XX.wav,angry,1087,0
AudioWAV/1060_DFA_HAP_XX.wav,happy,1060,0
AudioWAV/1035_WSI_FEA_XX.wav,fear,1035,0
AudioWAV/1072_IEO_DIS_MD.wav,disgust,1072,0
AudioWAV/1086_WSI_ANG_XX.wav,angry,1086,0
AudioWAV/1033_IOM_HAP_XX.wav,happy,1033,0
AudioWAV/1034_IWW_SAD_XX.wav,sad,1034,0
AudioWAV/1057_DFA_FEA_XX.wav,fear,1057,0
AudioWAV/1021_TSI_HAP_XX.wav,happy,1021,0
AudioWAV/1082_TAI_FEA_XX.wav,fear,1082,0
AudioWAV/1082_IEO_DIS_HI.wav,disgust,1082,0
AudioWAV/1087_TAI_NEU_XX.wav,neutral,1087,0
AudioWAV/1059_IOM_HAP_XX.wav,happy,1059,0
AudioWAV/1086_TIE_FEA_XX.wav,fear,1086,0
AudioWAV/1034_ITS_HAP_XX.wav,happy,1034,0
AudioWAV/1079_TAI_SAD_XX.wav,sad,1079,0
AudioWAV/1040_ITH_NEU_XX.wav,neutral,1040,0
AudioWAV/1024_ITS_DIS_XX.wav,disgust,1024,0
AudioWAV/1022_ITS_FEA_XX.wav,fear,1022,0
AudioWAV/1065_MTI_HAP_XX.wav,happy,1065,0
AudioWAV/1020_IOM_NEU_XX.wav,neutral,1020,0
AudioWAV/1078_TAI_DIS_XX.wav,disgust,1078,0
AudioWAV/1076_ITS_DIS_XX.wav,disgust,1076,0
AudioWAV/1019_TIE_ANG_XX.wav,angry,1019,0
AudioWAV/1010_IWL_HAP_XX.wav,happy,1010,0
AudioWAV/1027_TAI_HAP_XX.wav,happy,1027,0
AudioWAV/1080_IEO_SAD_LO.wav,sad,1080,0
AudioWAV/1031_IWW_FEA_XX.wav,fear,1031,0
AudioWAV/1003_TSI_HAP_XX.wav,happy,1003,0
AudioWAV/1027_IEO_HAP_LO.wav,happy,1027,0
AudioWAV/1017_TAI_DIS_XX.wav,disgust,1017,0
AudioWAV/1003_IWL_DIS_XX.wav,disgust,1003,0
AudioWAV/1010_TSI_HAP_XX.wav,happy,1010,0
AudioWAV/1042_IWW_FEA_XX.wav,fear,1042,0
AudioWAV/1037_IOM_ANG_XX.wav,angry,1037,0
AudioWAV/1043_IOM_SAD_XX.wav,sad,1043,0
AudioWAV/1034_IEO_SAD_HI.wav,sad,1034,0
AudioWAV/1022_IEO_FEA_LO.wav,fear,1022,0
AudioWAV/1017_IEO_HAP_HI.wav,happy,1017,0
AudioWAV/1065_TSI_ANG_XX.wav,angry,1065,0
AudioWAV/1021_ITS_NEU_XX.wav,neutral,1021,0
AudioWAV/1083_TSI_HAP_XX.wav,happy,1083,0
AudioWAV/1034_ITS_NEU_XX.wav,neutral,1034,0
AudioWAV/1017_ITS_NEU_XX.wav,neutral,1017,0
AudioWAV/1087_IEO_HAP_LO.wav,happy,1087,0
AudioWAV/1060_TSI_ANG_XX.wav,angry,1060,0
AudioWAV/1072_WSI_ANG_XX.wav,angry,1072,0
AudioWAV/1081_WSI_NEU_XX.wav,neutral,1081,0
AudioWAV/1022_WSI_HAP_XX.wav,happy,1022,0
AudioWAV/1019_IEO_DIS_MD.wav,disgust,1019,0
AudioWAV/1047_WSI_ANG_XX.wav,angry,1047,0
AudioWAV/1086_TAI_HAP_XX.wav,happy,1086,0
AudioWAV/1022_WSI_DIS_XX.wav,disgust,1022,0
AudioWAV/1042_IEO_HAP_MD.wav,happy,1042,0
AudioWAV/1075_DFA_DIS_XX.wav,disgust,1075,0
AudioWAV/1003_DFA_ANG_XX.wav,angry,1003,0
AudioWAV/1019_TSI_NEU_XX.wav,neutral,1019,0
AudioWAV/1084_IEO_FEA_MD.wav,fear,1084,0
AudioWAV/1014_WSI_ANG_XX.wav,angry,1014,0
AudioWAV/1083_DFA_FEA_XX.wav,fear,1083,0
AudioWAV/1053_IEO_SAD_MD.wav,sad,1053,0
AudioWAV/1027_TIE_SAD_XX.wav,sad,1027,0
