FileName,Angry,Sad,Happy,Surprise,Fear,Disgust,Contempt,Neutral,Split_Set
MSP-PODCAST_0005_0058.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0005_0065.wav,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0005_0101.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0005_0110.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0005_0131.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0005_0154.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Train
MSP-PODCAST_0005_0182.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Train
MSP-PODCAST_0005_0183.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Train
MSP-PODCAST_0005_0185.wav,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0008_0128.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0011_0009.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0011_0030.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Train
MSP-PODCAST_0011_0060.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0011_0132.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0011_0191.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0011_0200.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0011_0207.wav,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0011_0230.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0011_0370.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0011_0429.wav,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0011_0475.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0011_0507.wav,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0012_0067.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0012_0069.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0012_0073.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0012_0082.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0012_0101.wav,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0012_0105.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0012_0159.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0012_0163.wav,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0012_0254.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0013_0056.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0013_0234.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Train
MSP-PODCAST_0013_0280.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0013_0432.wav,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Train
MSP-PODCAST_0013_0481.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0013_0500.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Train
MSP-PODCAST_0013_0504.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Train
MSP-PODCAST_0013_0575.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0014_0004.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0014_0038.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0094.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0110.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0117.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0014_0126.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0014_0129.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0245.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0252.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0284.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Train
MSP-PODCAST_0014_0304.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0014_0359.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0014_0361.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0362.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0014_0380.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0381.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0014_0385.wav,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0014_0391.wav,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0014_0408.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0411.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0413.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0425.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0428.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0429.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0434.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0457.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0505.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0526.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0014_0650.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0016_0098.wav,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0016_0169.wav,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0016_0292.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0016_0307.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0016_0352.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0016_0367.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Train
MSP-PODCAST_0016_0489.wav,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0018_0117.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0019_0071.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0019_0217.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0019_0231.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0019_0318.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0019_0328.wav,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0019_0338.wav,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0020_0266.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0020_0360.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0021_0003.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0021_0004.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0021_0006.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0021_0009.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0021_0010.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Train
MSP-PODCAST_0021_0013.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0021_0015.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0021_0040.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0021_0048.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0021_0051.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0021_0054.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0022_0053.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0001.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0004.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0005.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0006.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0012.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0018.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0021.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0044.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0048.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0053.wav,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0062.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0064.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0096.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0134.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0023_0144.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0023_0148.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Train
MSP-PODCAST_0023_0170.wav,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0171.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0023_0179.wav,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0184.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0200.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0202.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0205.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0206.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0216.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Train
MSP-PODCAST_0023_0217.wav,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0218.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0229.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0243.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0246.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0247.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0273.wav,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0278.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0281.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0285.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0307.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0318.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0319.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0319_0001.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0023_0319_0002.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0320.wav,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0321.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0023_0322.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0323.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0325.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0326.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0327.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0328.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0329.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0332.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0333.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0335.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0336.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0337.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0338.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0339.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0339_0001.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0340.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0341.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0342.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0342_0001.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0342_0002.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0343.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0344.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0345.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0345_0002.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0346.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0347.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0348.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0349.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0350.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0351.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0352.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0353.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0354.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0358.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0359.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Train
MSP-PODCAST_0023_0360.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0361.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0362.wav,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0364.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0366.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0367.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0369.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0370.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0371.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0373.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0374.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0376.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0377.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0023_0378.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0379.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0380.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0381.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0023_0383.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0384.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0386.wav,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0387.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0388.wav,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0389.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0390.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Train
MSP-PODCAST_0023_0392.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0393.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0394.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0396.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0397.wav,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0400.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0402.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0403.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0404.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0405.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0406.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0410.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
MSP-PODCAST_0023_0411.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Train
MSP-PODCAST_0023_0412.wav,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Train
