file,Sr No.,Utterance,speaker,emotion,sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,split,gender
dia3_utt0.wav,37,"Oh my God, oh my God! Poor Monica!",Phoebe,surprise,negative,3,0,3,12,"00:10:16,115","00:10:18,450",train,female
dia3_utt1.wav,38,"What, what, what?!",Chandler,surprise,negative,3,1,3,12,"0:10:18,618","0:10:19,750",train,male
dia3_utt2.wav,39,What?!,Phoebe,surprise,negative,3,2,3,12,"0:10:19,750","0:10:20,966",train,female
dia3_utt3.wav,40,He was with her when he wrote this poem.,Phoebe,neutral,neutral,3,3,3,12,"00:10:21,078","00:10:23,496",train,female
dia3_utt4.wav,41,"Look,  'My vessel so empty with nothing inside.",Phoebe,neutral,neutral,3,4,3,12,"00:10:23,664","00:10:26,499",train,female
dia3_utt5.wav,42,"Now that I've touched you, you seem emptier still.'",Phoebe,neutral,neutral,3,5,3,12,"00:10:26,667","00:10:29,586",train,female
dia3_utt6.wav,43,"He thinks Monica is empty, she is the empty vase!",Phoebe,surprise,negative,3,6,3,12,"00:10:29,754","00:10:32,672",train,female
dia3_utt8.wav,45,"Oh, totally. Oh, God, oh, she seemed so happy too.",Phoebe,sadness,negative,3,8,3,12,"00:10:36,385","00:10:39,137",train,female
dia3_utt9.wav,46,Done.,Joey,neutral,neutral,3,9,3,12,"00:10:39,680","00:10:41,181",train,male
dia4_utt0.wav,47,Hey!,Rachel,surprise,positive,4,0,3,11,"0:20:23,931","0:20:24,891",train,female
dia4_utt2.wav,49,What are you doing here?,Rachel,surprise,positive,4,2,3,11,"00:20:25,140","00:20:26,265",train,female
dia4_utt3.wav,50,"Ah y'know, this building is on my paper route so I...",Ross,neutral,neutral,4,3,3,11,"00:20:26,433","00:20:29,185",train,male
dia4_utt4.wav,51,Oh.,Rachel,neutral,neutral,4,4,3,11,"0:20:29,394","0:20:30,771",train,female
dia4_utt5.wav,52,Hi.,Ross,neutral,neutral,4,5,3,11,"0:20:30,771","0:20:30,873",train,male
dia4_utt6.wav,53,Hi.,Rachel,neutral,neutral,4,6,3,11,"0:20:30,873","0:20:31,135",train,female
dia4_utt7.wav,54,How’d did it go?,Ross,neutral,neutral,4,7,3,11,"00:20:31,188","00:20:32,230",train,male
dia4_utt8.wav,55,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn’t shut up.",Rachel,joy,positive,4,8,3,11,"00:20:32,397","00:20:40,446",train,female
dia4_utt9.wav,56,I’m so proud of you.,Ross,joy,positive,4,9,3,11,"0:20:40,614","0:20:41,991",train,male
dia4_utt10.wav,57,Me too!,Rachel,joy,positive,4,10,3,11,"0:20:41,991","0:20:43,543",train,female
dia4_utt11.wav,58,"Listen, I’m ah, I’m sorry I’ve been so crazy and jealous and, it’s just that I like you a lot, so...",Ross,sadness,negative,4,11,3,11,"00:20:44,284","00:20:53,584",train,male
dia4_utt12.wav,59,I know.,Rachel,neutral,neutral,4,12,3,11,"00:20:53,752","00:20:54,794",train,female
dia4_utt13.wav,60,Yeah.,Ross,neutral,neutral,4,13,3,11,"0:20:54,962","0:20:55,380",train,male
dia4_utt14.wav,61,Yeah.,Rachel,neutral,neutral,4,14,3,11,"0:20:55,380","0:20:56,057",train,female
dia5_utt0.wav,62,Ameri-can.,Phoebe,neutral,neutral,5,0,3,15,"0:22:18,545","0:22:20,297",train,female
dia5_utt1.wav,63,Ameri-ccan.,Joey,neutral,neutral,5,1,3,15,"0:22:20,297","0:22:20,476",train,male
dia5_utt2.wav,64,Ameri-can. Y'know it’s a,Phoebe,neutral,neutral,5,2,3,15,"00:22:20,589","00:22:23,507",train,female
dia5_utt3.wav,65,Everybody!!,Sergei,surprise,positive,5,3,3,15,"00:22:25,844","00:22:28,679",train,male
dia6_utt0.wav,66,Good job Joe! Well done! Top notch!,Chandler,joy,positive,6,0,8,22,"00:12:24,315","00:12:27,526",train,male
dia6_utt1.wav,67,You liked it? You really liked it?,Joey,surprise,positive,6,1,8,22,"0:12:28,194","0:12:29,796",train,male
dia6_utt2.wav,68,"Oh-ho-ho, yeah!",Chandler,joy,positive,6,2,8,22,"0:12:29,796","0:12:31,501",train,male
dia6_utt3.wav,69,Which part exactly?,Joey,neutral,neutral,6,3,8,22,"0:12:31,655","0:12:33,657",train,male
dia6_utt4.wav,70,The whole thing! Can we go?,Chandler,neutral,neutral,6,4,8,22,"0:12:33,657","0:12:36,243",train,male
dia6_utt5.wav,71,"Oh no-no-no, give me some specifics.",Joey,anger,negative,6,5,8,22,"00:12:36,368","00:12:38,746",train,male
dia6_utt6.wav,72,"I love the specifics, the specifics were the best part!",Chandler,joy,positive,6,6,8,22,"00:12:38,954","00:12:43,000",train,male
dia6_utt7.wav,73,"Hey, what about the scene with the kangaroo? Did-did you like that part?",Joey,neutral,neutral,6,7,8,22,"00:12:43,209","00:12:48,255",train,male
dia6_utt8.wav,74,I was surprised to see a kangaroo in a World War I epic.,Chandler,surprise,negative,6,8,8,22,"00:12:49,298","00:12:54,929",train,male
dia6_utt9.wav,75,You fell asleep!!,Joey,anger,negative,6,9,8,22,"00:12:55,930","00:12:56,931",train,male
dia6_utt10.wav,76,There was no kangaroo!,Joey,anger,negative,6,10,8,22,"0:12:58,432","0:12:59,809",train,male
dia6_utt11.wav,77,They didn’t take any of my suggestions!,Joey,anger,negative,6,11,8,22,"0:12:59,809","0:13:03,196",train,male
dia6_utt12.wav,78,That’s for coming buddy.,Joey,neutral,neutral,6,12,8,22,"0:13:05,940","0:13:07,242",train,male
dia6_utt13.wav,79,I’ll see you later.,Joey,neutral,neutral,6,13,8,22,"0:13:07,242","0:13:08,202",train,male
dia6_utt14.wav,80,Don’t go!,Chandler,sadness,negative,6,14,8,22,"0:13:08,202","0:13:08,804",train,male
dia6_utt15.wav,81,I’m sorry.,Chandler,sadness,negative,6,15,8,22,"0:13:08,804","0:13:09,526",train,male
dia6_utt16.wav,82,I’m so sorry!,Chandler,sadness,negative,6,16,8,22,"0:13:09,526","0:13:10,832",train,male
dia6_utt17.wav,83,Look!,Chandler,surprise,negative,6,17,8,22,"0:13:10,945","0:13:11,407",train,male
dia6_utt18.wav,84,This guy fell asleep!,Chandler,anger,negative,6,18,8,22,"0:13:11,407","0:13:12,589",train,male
dia6_utt19.wav,85,He fell asleep too!,Chandler,anger,negative,6,19,8,22,"0:13:12,589","0:13:13,215",train,male
dia6_utt20.wav,86,Be mad at him!,Chandler,anger,negative,6,20,8,22,"0:13:13,215","0:13:14,108",train,male
dia6_utt21.wav,87,"Or, call an ambulance.",Chandler,anger,negative,6,21,8,22,"00:13:16,367","00:13:18,244",train,male
dia7_utt0.wav,88,"Okay, look, I think we have to tell Rachel she messed up her dessert.",Joey,neutral,neutral,7,0,6,9,"00:12:51,020","00:12:53,897",train,male
dia7_utt1.wav,89,"What?! What is with everybody? It’s Thanksgiving, not...Truth-Day!",Ross,anger,negative,7,1,6,9,"00:12:54,106","00:12:58,193",train,male
dia8_utt0.wav,90,"Yes, and it is my dying wish to have that ring.",Phoebe,neutral,neutral,8,0,6,23,"00:19:17,865","00:19:21,951",train,female
dia8_utt1.wav,91,"See, if I’m not buried with that ring then my spirit is going to wander the nether world for all eternity",Phoebe,neutral,neutral,8,1,6,23,"00:19:17,865","00:19:25,204",train,female
dia8_utt2.wav,92,"Okay, that’s enough honey!",Chandler,neutral,neutral,8,2,6,23,"00:19:25,372","00:19:26,706",train,male
dia8_utt3.wav,93,I don’t know.  Let me see the ring.,Customer,neutral,neutral,8,3,6,23,"00:19:28,375","00:19:34,964",train,
dia8_utt4.wav,94,"Great! Okay, here.",Chandler,joy,positive,8,4,6,23,"00:19:32,129","00:19:34,964",train,male
dia8_utt5.wav,95,All right.,Customer,neutral,neutral,8,5,6,23,"0:19:37,342","0:19:39,934",train,
dia8_utt6.wav,96,Thank you. Thank you. Thank you!  And,Chandler,joy,positive,8,6,6,23,"0:19:39,934","0:19:40,074",train,male
dia9_utt0.wav,97,What've you been up to?,Chandler,neutral,neutral,9,0,2,5,"00:01:51,903","00:01:54,738",train,male
dia9_utt1.wav,98,"Oh, you know, the usual, teaching aerobics, partying way too much.",Jade,neutral,neutral,9,1,2,5,"00:01:54,948","00:02:01,203",train,female
dia9_utt2.wav,99,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",Jade,neutral,neutral,9,2,2,5,"00:02:01,621","00:02:07,459",train,female
dia9_utt3.wav,100,Can you hold on a moment? I have another call.  I love her.,Chandler,joy,positive,9,3,2,5,"00:02:10,547","00:02:14,758",train,male
dia9_utt4.wav,101,I know.,Ross,neutral,neutral,9,4,2,5,"00:02:13,091","00:02:14,758",train,male
dia9_utt5.wav,102,I'm back.,Chandler,neutral,neutral,9,5,2,5,"0:02:16,261","0:02:16,903",train,male
dia9_utt6.wav,103,"So, are we gonna get together or what?",Jade,neutral,neutral,9,6,2,5,"0:02:16,903","0:02:19,185",train,female
dia9_utt7.wav,104,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",Chandler,neutral,neutral,9,7,2,5,"00:02:19,347","00:02:25,561",train,male
dia9_utt8.wav,105,"Great, I'll see you then.",Jade,neutral,neutral,9,8,2,5,"00:02:25,770","00:02:28,647",train,female
dia9_utt9.wav,106,Ok.  Ok. Having a phone has finally paid off.,Chandler,joy,positive,9,9,2,5,"00:02:32,318","00:02:34,528",train,male
dia9_utt10.wav,107,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",Ross,neutral,neutral,9,10,2,5,"00:02:36,823","00:02:43,620",train,male
dia9_utt11.wav,108,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",Chandler,neutral,neutral,9,11,2,5,"00:02:47,375","00:02:52,337",train,male
dia9_utt12.wav,109,Oh my god. You are pure evil.,Ross,disgust,negative,9,12,2,5,"00:02:52,547","00:02:55,299",train,male
dia9_utt13.wav,110,"Ok, pure evil , horny and alone . I've done this",Chandler,anger,negative,9,13,2,5,"00:02:56,634","00:03:05,058",train,male
dia10_utt0.wav,111,Nobody!,Phoebe,anger,negative,10,0,5,10,"0:11:57,091","0:11:58,551",train,female
dia10_utt1.wav,112,Nobody respects the bucket!,Phoebe,anger,negative,10,1,5,10,"0:11:58,551","0:11:59,947",train,female
dia10_utt2.wav,113,You wouldn't believe what people put in here!,Phoebe,anger,negative,10,2,5,10,"00:12:00,553","00:12:02,721",train,female
dia10_utt3.wav,114,Look!,Phoebe,anger,negative,10,3,5,10,"00:12:02,888","00:12:04,597",train,female
dia10_utt4.wav,115,"Okay, does this look like a garbage can to you?",Phoebe,anger,negative,10,4,5,10,"00:12:02,888","00:12:07,016",train,female
dia10_utt5.wav,116,No.,Monica,neutral,neutral,10,5,5,10,"00:12:04,765","00:12:07,016",train,female
dia11_utt0.wav,117,This is my wedding.,Ross,neutral,neutral,11,0,4,23,"00:03:10,815","00:03:12,024",train,male
dia11_utt1.wav,118,"All right, y’know what? We really are late! Let’s go! Let’s go! Let’s go!!",Monica,anger,negative,11,1,4,23,"00:03:13,318","00:03:16,737",train,female
dia11_utt2.wav,119,Fine. You’ll-you’ll watch it on video when we get back.,Ross,neutral,neutral,11,2,4,23,"00:03:18,781","00:03:21,491",train,male
dia11_utt3.wav,120,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,Chandler,joy,positive,11,3,4,23,"00:03:22,869","00:03:25,704",train,male
dia11_utt4.wav,121,Thank you.,Phoebe,neutral,neutral,11,4,4,23,"0:03:27,790","0:03:28,791",train,female
dia11_utt5.wav,122,Thank you.,Phoebe,neutral,neutral,11,5,4,23,"0:03:28,791","0:03:28,931",train,female
dia11_utt6.wav,123,"All right, let’s go! Bye, Pheebs!",Ross,joy,positive,11,6,4,23,"00:03:32,503","00:03:34,463",train,male
dia11_utt7.wav,124,"Bye, Pheebs!",Joey,joy,positive,11,7,4,23,"00:03:34,631","00:03:36,340",train,male
dia11_utt8.wav,125,London baby!!,Joey,joy,positive,11,8,4,23,"00:03:40,803","00:03:42,554",train,male
dia11_utt9.wav,126,"Oh, do you need a hug? You don’t have to bring me anything!",Phoebe,joy,positive,11,9,4,23,"00:03:44,849","00:03:51,563",train,female
dia12_utt0.wav,127,Hey!,Chandler,neutral,neutral,12,0,6,4,"00:09:47,295","00:09:49,045",train,male
dia12_utt1.wav,128,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I’ll have my health insurance back in no time.,Joey,joy,positive,12,1,6,4,"00:09:47,295","00:09:56,177",train,male
dia12_utt2.wav,129,"That’s great, but shouldn’t you be on the toilet right now?",Chandler,disgust,negative,12,2,6,4,"00:09:57,346","00:10:00,890",train,male
dia12_utt3.wav,130,What?!,Joey,surprise,negative,12,3,6,4,"0:10:04,312","0:10:05,647",train,male
dia12_utt4.wav,131,What’s wrong with you?,Chandler,disgust,negative,12,4,6,4,"0:10:05,647","0:10:06,929",train,male
dia12_utt5.wav,132,Nothing!,Joey,neutral,neutral,12,5,6,4,"00:10:07,023","00:10:08,023",train,male
dia12_utt6.wav,133,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since.",Joey,fear,negative,12,6,6,4,"00:10:08,190","00:10:18,575",train,male
dia12_utt7.wav,134,"But um, I don’t think it’s anything serious.",Joey,neutral,neutral,12,7,6,4,"00:10:18,743","00:10:21,536",train,male
dia12_utt8.wav,135,This sounds like a hernia. You have to—you-you go to the doctor!,Chandler,surprise,negative,12,8,6,4,"00:10:21,704","00:10:24,706",train,male
dia12_utt9.wav,136,"No way! ‘Kay look, if I have to go to the doctor for anything it’s gonna be for this thing sticking out of my stomach!",Joey,fear,negative,12,9,6,4,"00:10:24,874","00:10:31,463",train,male
dia12_utt10.wav,137,That’s a hernia.,Chandler,disgust,negative,12,10,6,4,"00:10:34,842","00:10:36,009",train,male
dia12_utt11.wav,138,Why did I have to start working out again?  Damn you 15s!,Joey,anger,negative,12,11,6,4,"00:10:36,177","00:10:41,556",train,male
dia13_utt0.wav,139,I love your place! Where is this guy from?,Mona,joy,positive,13,0,8,8,"00:10:36,844","00:10:40,930",train,female
dia13_utt1.wav,140,Uh that’s an eighteenth century Indian artifact from Calcutta.,Ross,neutral,neutral,13,1,8,8,"00:10:41,098","00:10:50,899",train,male
dia13_utt2.wav,141,"Oh wow! So, you’re more than just dinosaurs.",Mona,surprise,positive,13,2,8,8,"00:10:44,894","00:10:50,899",train,female
dia13_utt3.wav,142,So much more.,Ross,neutral,neutral,13,3,8,8,"00:10:51,567","00:10:53,485",train,male
dia14_utt0.wav,143,"Well, well to sum up, we’re having fun, you look young.",Ross,neutral,neutral,14,0,8,11,"00:13:42,112","00:13:53,456",train,male
dia14_utt1.wav,144,Okay,Mona,neutral,neutral,14,1,8,11,"00:13:57,253","00:14:00,171",train,female
dia14_utt2.wav,145,But that’s not enough. So… So…here’s a key to my apartment.,Ross,neutral,neutral,14,2,8,11,"00:13:57,253","00:14:06,135",train,male
dia14_utt3.wav,146,Really?!,Mona,surprise,positive,14,3,8,11,"0:14:12,184","0:14:14,986",train,female
dia14_utt4.wav,147,Really.,Ross,neutral,neutral,14,4,8,11,"0:14:14,986","0:14:15,320",train,male
dia14_utt5.wav,148,You don’t think this is too fast.,Mona,neutral,neutral,14,5,8,11,"00:14:16,897","00:14:20,316",train,female
dia15_utt0.wav,149,Get Out!,Ross,anger,negative,15,0,9,23,"00:42:09,652","00:42:13,488",train,male
dia15_utt1.wav,150,"Ross, can I talk to you for a minute?",Charlie,neutral,neutral,15,1,9,23,"00:42:15,032","00:42:16,908",train,female
dia15_utt2.wav,151,"Yes, please!  So, what's going on?",Ross,neutral,neutral,15,2,9,23,"00:42:17,117","00:42:23,998",train,male
dia15_utt3.wav,152,"Uh, well... Joey and I broke up.",Charlie,sadness,negative,15,3,9,23,"00:42:26,126","00:42:29,754",train,female
dia15_utt4.wav,153,"Oh my God, wh-what happened?",Ross,surprise,negative,15,4,9,23,"00:42:30,464","00:42:35,885",train,male
dia15_utt5.wav,154,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",Charlie,sadness,negative,15,5,9,23,"00:42:36,053","00:42:44,561",train,female
dia15_utt6.wav,155,I knew that was him!,Ross,anger,negative,15,6,9,23,"00:42:42,059","00:42:44,561",train,male
dia15_utt7.wav,156,"Anyway I just, uh, I think it's for the best.",Charlie,sadness,negative,15,7,9,23,"00:42:46,313","00:42:50,108",train,female
dia15_utt8.wav,157,"Hey, you ok?",Ross,neutral,neutral,15,8,9,23,"0:42:51,068","0:42:52,950",train,male
dia15_utt9.wav,158,I guess.,Charlie,sadness,negative,15,9,9,23,"0:42:52,950","0:42:55,208",train,female
dia15_utt10.wav,159,There was hum...  there was another reason that I thought it was time to end it with Joey.,Charlie,neutral,neutral,15,10,9,23,"00:42:57,866","00:43:05,915",train,female
dia15_utt11.wav,160,I started to realize that I was having feelings for someone  else.,Charlie,neutral,neutral,15,11,9,23,"00:43:06,667","00:43:12,547",train,female
dia15_utt12.wav,161,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",Professore Clerk,neutral,neutral,15,12,9,23,"00:43:14,174","00:43:19,220",train,male
dia15_utt13.wav,162,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",Ross,neutral,neutral,15,13,9,23,"00:43:19,388","00:43:22,765",train,male
dia15_utt14.wav,163,"Yeah, can you guys just throw him in the pool later?",Charlie,neutral,neutral,15,14,9,23,"0:43:22,933","0:43:24,905",train,female
dia15_utt15.wav,164,Or we could throw you both in,Professore Clerk,joy,positive,15,15,9,23,"0:43:24,905","0:43:27,073",train,male
dia15_utt16.wav,165,"Ok, gentlemen!",Ross,anger,negative,15,16,9,23,"0:43:27,187","0:43:28,147",train,male
dia15_utt17.wav,166,Please!,Ross,anger,negative,15,17,9,23,"0:43:28,147","0:43:28,699",train,male
dia15_utt18.wav,167,Aren't we a little old for this?,Ross,anger,negative,15,18,9,23,"0:43:28,699","0:43:30,985",train,male
dia15_utt19.wav,168,"I mean, we're scientists, right?",Ross,neutral,neutral,15,19,9,23,"0:43:31,066","0:43:32,788",train,male
dia15_utt20.wav,169,We're academics.,Ross,anger,negative,15,20,9,23,"0:43:32,788","0:43:33,798",train,male
dia15_utt21.wav,170,And most importantly I... you-you will have to catch us first.,Ross,joy,positive,15,21,9,23,"00:43:33,902","00:43:37,780",train,male
dia15_utt22.wav,172,"GO, GO, GO!",Ross,joy,positive,15,22,9,23,"00:43:37,948","00:43:40,366",train,male
dia16_utt0.wav,173,"Go, go, go!",Ross,joy,positive,16,0,3,25,"00:04:41,197","00:04:42,239",train,male
dia16_utt1.wav,174,"Oh yeah, now everybody wants to be under this hat!",Rachel,joy,positive,16,1,3,25,"00:04:42,407","00:04:44,574",train,female
dia16_utt2.wav,175,Oy!!,Phoebe,disgust,negative,16,2,3,25,"00:04:49,455","00:04:50,747",train,female
dia16_utt3.wav,176,What’s with all this sand?,Monica,surprise,negative,16,3,3,25,"00:04:52,333","00:04:54,001",train,female
dia16_utt4.wav,177,"Oh, yeah, Bob said there might be flood damage.",Phoebe,neutral,neutral,16,4,3,25,"00:04:54,168","00:04:56,795",train,female
dia16_utt5.wav,178,"Yeah, either that, or he has a really big cat.",Ross,neutral,neutral,16,5,3,25,"00:04:57,005","00:04:59,214",train,male
dia17_utt0.wav,179,"Okay, see that blind guy right there? I'm gonna bash his head in later.",Joey,anger,negative,17,0,5,19,"00:06:15,416","00:06:19,127",train,male
dia17_utt1.wav,180,"Oh umm, my big scene is coming up. Big scene coming up.",Joey,joy,positive,17,1,5,19,"00:06:21,506","00:06:25,542",train,male
dia17_utt2.wav,181,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?",Chandler,neutral,neutral,17,2,5,19,"00:06:25,551","00:06:29,012",train,male
dia17_utt3.wav,182,Rach? What are you doing?,Monica,neutral,neutral,17,3,5,19,"00:06:32,183","00:06:33,517",train,female
dia17_utt4.wav,183,"Oh boy, I just can't watch. It's too scary!",Rachel,fear,negative,17,4,5,19,"00:06:33,976","00:06:37,020",train,female
dia17_utt5.wav,184,It's a diaper commercial.,Monica,neutral,neutral,17,5,5,19,"00:06:37,480","00:06:39,731",train,female
dia17_utt6.wav,185,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!",Rachel,fear,negative,17,6,5,19,"00:06:40,817","00:06:43,735",train,female
dia17_utt7.wav,186,Pizza delivery!,Caitlin,joy,positive,17,7,5,19,"0:06:47,281","0:06:49,793",train,female
dia17_utt8.wav,187,I'll get it! I will get that!,Ross,joy,positive,17,8,5,19,"0:06:49,793","0:06:50,887",train,male
dia17_utt9.wav,188,Hi!,Caitlin,joy,positive,17,9,5,19,"0:06:53,538","0:06:54,665",train,female
dia17_utt10.wav,189,Hi!,Ross,joy,positive,17,10,5,19,"0:06:54,665","0:06:54,803",train,male
dia18_utt0.wav,190,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",Ross,neutral,neutral,18,0,5,21,"00:05:05,096","00:05:09,474",train,male
dia18_utt1.wav,191,"Uhh, the ball thing.",Joey,neutral,neutral,18,1,5,21,"0:05:09,642","0:05:11,603",train,male
dia18_utt2.wav,192,Yeah?,Ross,neutral,neutral,18,2,5,21,"0:05:11,603","0:05:12,542",train,male
dia18_utt3.wav,193,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",Joey,joy,positive,18,3,5,21,"00:05:14,022","00:05:19,109",train,male
dia18_utt4.wav,194,"Uhh,",Ross,neutral,neutral,18,4,5,21,"00:05:19,277","00:05:22,279",train,male
dia18_utt5.wav,195,Okay!,Joey,joy,positive,18,5,5,21,"00:05:23,489","00:05:24,990",train,male
dia18_utt6.wav,196,Uh-oh.,Joey,fear,negative,18,6,5,21,"0:05:28,578","0:05:29,670",train,male
dia18_utt7.wav,197,What?,Ross,neutral,neutral,18,7,5,21,"0:05:29,670","0:05:30,222",train,male
dia18_utt8.wav,198,I have to pee. And Rachel's in the bathroom!,Joey,sadness,negative,18,8,5,21,"00:05:30,330","00:05:34,166",train,male
dia18_utt9.wav,199,"Man, I didn't think we were gonna make it!",Joey,surprise,positive,18,9,5,21,"00:05:39,047","00:05:41,548",train,male
dia18_utt10.wav,200,"I know!  Don't switch hands, okay?",Ross,fear,negative,18,10,5,21,"00:05:42,383","00:05:45,969",train,male
dia19_utt0.wav,201,Hey.,Joey,neutral,neutral,19,0,1,1,"0:10:11,861","0:10:14,990",train,male
dia19_utt1.wav,202,Hey!,Phoebe,neutral,neutral,19,1,1,1,"0:10:14,990","0:10:15,133",train,female
dia20_utt0.wav,203,How did it go with Erin?,Rachel,neutral,neutral,20,0,7,7,"00:10:56,155","00:10:59,157",train,female
dia20_utt1.wav,204,"Oh, unbelievable! We had the best time!",Joey,joy,positive,20,1,7,7,"00:10:59,408","00:11:01,368",train,male
